itemID|title|author|publisher|main topic|subtopics
33335|Freundebuch - Alle meine Kindergartenfreunde - Pferdefreunde||Coppenrath F|YBCH|[5AC,WFT,YBCH,YBG,YBL,YZS]
35394|Meine Kindergarten-Freunde (Ponys)||Loewe Verlag GmbH|YNNJ24|[5AC,5JA,5LB,4Z-DE-BA,CBV,DNC,JNLA,SKL,WNGH,YBGC,YBLA,YBLH,YBLL,YNNH4,YNNJ24,YXHB,YZG]
7781|Kisses from Hell|Kristin Cast|HarperTeen|YFD|[]
15634|Insel der blauen Delfine|Scott O'Dell|dtv Verlagsgesellschaft|YFC|[5AN,5AP,1KBB-US-WPC,YFP,YFT,3MNB]
57976|The Star-Touched Queen|Roshani Chokshi|St Martin's Press|YFH|[5AP]
30561|Der Hobbit|John R. R. Tolkien|Klett-Cotta Verlag|FMB|[FYT,YFH]
16461|GezÃ¤hmt|G. A. Aiken|Piper Verlag GmbH|FMR|[FMX,FP,FRM,FRX]
69919|Der Untergang der KÃ¶nige|Jenn Lyons|Klett-Cotta Verlag|FMB|[FYT]
26549|Paw Patrol. Abenteuer zum Aufstecken||Phidal Publishing Inc.|YBG|[5AC]
18942|PAW Patrol Malbuch||Schwager und Steinlein|YBCH|[5AD,1KBB,WDK,WZG,YBCH,YBGC,YBLD,YBLH,YBLL,YZG]
50528|Die Geheimnisse des Nicholas Flamel 01. Der unsterbliche Alchemyst|Michael Scott|cbj|YFC|[5AN,YFC,YFH]
9508|LEGOÂ® Star Wars(TM) Die Dunkle Seite|Daniel Lipkowitz|Dorling Kindersley Verlag|YNPH1|[5AJ,YBCH,YBL,YNF,YNPH1,YNVD1,YNVD3,YNVM]
4521|Die Uhr und die Zeit|Angela Weinhold|Ravensburger Verlag|YNG|[5AD,YBLJ,YNG,YNP,YNT]
52885|WAS IST WAS Junior Band 29. Uhr und Zeit verstehen|Andrea Weller-Essers|Tessloff Verlag|JBSP1|[5AD,4CA,JNLA,YBCS,YBG,YBLJ,YN]
44660|WAS IST WAS Stickerheft Weltraum|Carolin Langbein|Tessloff Verlag|YNNZ|[5AJ,Y,YBG,YBL,YNNZ]
46746|Will Grayson, Will Grayson|John Green, David Levithan|Penguin Books Ltd (UK)|YFB|[5AN,5AQ,YFM,YFQ]
11193|Will & Will|John Green, David Levithan|cbt|YFM|[5AP,1KBB-US-MLCC]
26054|Stickerheft Holly Pond Hill||Wunderhaus Verlag GmbH|WFBC|[4CA,WFBC,YBGC,YBGS,YBL]
3376|Ghosts of the Shadow Market|Cassandra Clare, Sarah Rees Brennan, Maureen Johns|Walker Books Ltd.|YFHR|[5AQ,FQ]
48777|Die Zwerge|Markus Heitz|Piper Verlag GmbH|FMB|[FMH]
62117|black stories junior - spooky stories|Corinna Harder|moses. Verlag GmbH|YNVP|[YBL,YFD]
24865|black stories Junior - rainbow stories|Corinna Harder|moses. Verlag GmbH|YNVP|[YBL,YNXB,YNXW]
43518|Der Kuss des Kjer|Lynn Raven|cbt|YFHR|[5AN,FMB,FMR,FMT,YFHR]
45023|Sturmtochter, Band 1: FÃ¼r immer verboten|Bianca Iosivoni|Ravensburger Verlag|FR|[5AQ,5AX,1DDU-GB-S,FM,FRD,FRM,YFB,YFHR,YFM]
62984|Sturmtochter, Band 2: FÃ¼r immer verloren|Bianca Iosivoni|Ravensburger Verlag|YFM|[5AQ,5AX,1DDU-GB-S,FRD,FRM,YFB,YFH,YFM]
18006|The Invisible Life of Addie Larue|V. E. Schwab|TOR BOOKS|FMH|[FB]
46229|Rico, Oskar und der Diebstahlstein (Rico und Oskar 3)|Andreas SteinhÃ¶fel|Carlsen Verlag GmbH|YFCF|[5AL,1DFG-DE-BE,YFB,YFC,YFCF,YFQ]
19059|Rico, Oskar und das Herzgebreche (Rico und Oskar 2)|Andreas SteinhÃ¶fel|Carlsen Verlag GmbH|YF|[5AL,1DFG-DE-BE,YFB,YFCF,YFQ]
47976|Artefakt - Sternenpforte|Stephen Baxter|Heyne Taschenbuch|FLS|[3MR]
64739|Ich habe den Todesengel Ã¼berlebt|Eva Mozes Kor, Lisa Rojany Buccieri|cbj|NHTZ1|[5AN,5AQ,5PGJ,1DFG,NHTZ1,YF,YNB,YP,YXZW,3MPBGJ-DE-H]
18717|Die letzte Astronautin|David Wellington|Piper Verlag GmbH|FLP|[FLP,FLU]
21873|The Cat in the Hat Sticker Activity Book. 60th Birthday Edition|Dr. Seuss|Harper Collins Publ. UK|YBG|[5AG,YF]
76541|Sturm|Alexey Pehov|Piper Verlag GmbH|FMB|[1DTA]
13205|The Jackal, Volume 1|J. R. Ward|GALLERY BOOKS|FRT|[FM]
57725|LEGOÂ® NEXO KNIGHTS(TM) Lexikon der Minifiguren|Rona Skene|Dorling Kindersley Verlag|YNVD|[5AG,YBG,YBL,YN,YNP,YNVD,YR,YRG,YZG]
74781|Star Trek - Enterprise 6: Der Romulanische Krieg - Die dem Sturm trotzen|Michael A. Martin, Andy Mangels|Cross Cult|FLC|[FLC]
31591|The Hate U Give|Angie Thomas|cbt|YFB|[5AQ,5PB-US-C,1KBB,YXN,YXR,3MRBF]
13493|Karten mal ganz anders|Eddie Reynolds, Jordan Akpojaro, Darran Stobbart|Usborne Verlag|YBG|[YBL]
6211|Verschollen in der Pyramide|Rosa Naumann|dtv Verlagsgesellschaft|YFC|[5AL,1QBAE,YFT,3C-AA-E]
20561|Orbs|Nicholas Sansbury Smith|Heyne Taschenbuch|FLQ|[]
31587|Abaddons Tor|James Corey|Heyne Taschenbuch|FLS|[FYT]
2688|The Clique #6: Dial L for Loser|Lisi Harrison|LITTLE BROWN BOOKS FOR YOUNG R|YFS|[YXQ]
10305|Die Greifen-Saga - Die komplette Trilogie im Schuber|C. M. Spoerri|Sternensand Verlag|FMB|[FN]
74709|Loki: Where Mischief Lies|Mackenzi Lee|DISNEY-HYPERION|YFHR|[]
16582|Nathan und seine Kinder|Mirjam Pressler|Beltz GmbH, Julius|YF|[5AQ]
69248|Des Teufels Gebetbuch|Markus Heitz|Knaur Taschenbuch|FMX|[1DFG-DE-FSA,1DFG-DE-UB,1QBDF,FBA,FH,FKM,3MLQS,3MRBF]
3020|Drachenkaiser|Markus Heitz|Piper Verlag GmbH|FMB|[FMB,FMH]
74111|Kinder des Judas 02. Judassohn|Markus Heitz|Knaur Taschenbuch|FMX|[1D,FBA,FH,FMT,3MLQZ-FR-A,3MRBA]
42030|Der Orden der Schwerter|Markus Heitz|Piper Verlag GmbH|FMB|[FMH]
78553|Magnus Chase 01 and the Sword of Summer|Rick Riordan|Penguin Books Ltd (UK)|YFC|[5AK,YFH]
22824|Project Hail Mary|Andy Weir|Random House UK Ltd|FLS|[FF,FH,FJ]
64775|The Martian|Andy Weir|Random House LCC US|FL|[FH,FJ]
74895|Geisterschiff|Dietlof Reiche|dtv Verlagsgesellschaft|YFB|[5AN]
19339|Vicky Bo's Mitmachbuch Papier|Vicky Bo|Vicky Bo Verlag GmbH|WFTM|[5AJ,5HKA,5HKB,5HPD,5HPF,5HRA,5HRB,5HRC,5HRD,5JA,5JB,WT,WZG,YBGC,YBGH,YBL,YF,YNMF,YNMH,YZG,YZS]
54243|Emmi - Alle meine Freunde||Gerth Medien|YBG|[]
34229|Doctor Who: Dalek Combat Training Manual|Mike Tucker, Gavin Rymill, Richard Atkinson|Ebury Publishing|GBC|[FL,WHG]
51702|Gretchen Sackmeier|Christine NÃ¶stlinger|Oetinger Taschenbuch GmbH|YF|[5AN]
27486|Meine Kindergarten-Freunde (Ritter)||Ars Edition GmbH|YBG|[5AC,Y,YB,YBL]
35362|Meine Kindergarten-Freunde (Superhelden)||Loewe Verlag GmbH|YBLN1|[5AC,5JA,5LB,4CA,CBV,DNC,DNXP,JNLA,XQK,Y,YBGC,YBLA,YBLH,YBLN1,YZ,YZG]
43126|Kindergartenfreunde|Pia Loewe|PAPERISH Verlag|JBSP4|[5AC,5JA,5JB,4Z-DK-FA,JNLA,JNLV,VFJG,VFXC,WZG,YBCB,YBCH,YBG,YBLQ,YDA,YDC,YXHB,YZG,YZS]
78885|Meine allerersten Freunde||Loewe Verlag GmbH|YXHB|[5AC,4CA,DNC,JNLA,WZG,YB,YBG,YBL,YZG]
34184|Meine Super Duper Dino-Freunde - Das Kindergartenalbum||Edition Michael Fischer|YXHB|[WZG,YBL,YXHB]
23581|Star Wars(TM) Das ultimative Buch|Adam Bray, Cole Horton, Patricia Barr, Daniel Wall|Dorling Kindersley Verlag|ATF|[5AN,FLS,YBL,YNF,YR]
70166|Shadow of the Fox|Julie Kagawa|INKYARD PR|YFH|[YFJ,YXP]
54193|Raven Cycle 4. The Raven King|Maggie Stiefvater|Scholastic Ltd.|YFC|[5AN,5AP,YFH,YFM,YFN,YFS]
2507|Silmarillion|J. R. R. Tolkien|KNIZHNIK|FM|[]
40022|Die Erfinder-Werkstatt|Jack Challoner|Dorling Kindersley Verlag|YPMT5|[5AJ,5AK,5AL,5AM,4CF,PHK,TGMM,THR,TJFC,TJFD,TJFM,YBG,YBL,YNP,YNTD,YNTG,YNTR]
8791|More Happy Than Not|Adam Silvera|Simon + Schuster UK|YFB|[5AQ]
17059|Phantastische Tierwesen und wo sie zu finden sind: Das Originaldrehbuch|J.K. Rowling|Carlsen Verlag GmbH|ATFD|[5AQ,1KBB-US-NAKC,ATFD,F,FM,FMH,Y,YF,YFH,YFT,YNDS,3MPBGH]
19452|Fingerstempel-SpaÃŸ Bauernhof||Ars Edition GmbH|YBG|[5AD,YBG,YBLD]
8700|Harry Potter 3 et le prisonnier d' Azkaban|Joanne K. Rowling|Gallimard|FBA|[5AL,2ADF,FL,YF]
49619|Harry Potter and the Prisoner of Azkaban - Hufflepuff Edition|Joanne K. Rowling|Bloomsbury UK|YFH|[FBA,FM,YFB,YFC]
33123|Six of Crows Boxed Set|Leigh Bardugo|Macmillan USA|YFC|[FB,YFH]
62170|Percy-Jackson-Taschenbuchschuber|Rick Riordan|Carlsen Verlag GmbH|YFA|[5AN,5LF,5LKE,1KBB-US-NAKC,YFA,YFC,YFH]
18113|Willy's Stories|Anthony Browne|Walker Books Ltd|YFC|[5AF]
35286|Die MyrnengÃ¶ttin, Die Krosann-Saga Band 4|Sam Feuerbach|Fanpro|FM|[]
26559|Das Nibelungenlied|Franz FÃ¼hmann|dtv Verlagsgesellschaft|YFJ|[5AN,YFA]
29317|Die Eisenbahn|Andrea Erne|Ravensburger Verlag|YNK|[5ABK,WGF,YBLT,YNMK,YNTR]
27327|Wie man seinen Eltern das Internet erklÃ¤rt (Eltern 4)|Pete Johnson|Ars Edition GmbH|YFQ|[5AL]
18206|The Land of Hugh|W. T. Lewis|Balboa Press|FM|[]
64437|John Green Box Set. 4 Volumes|John Green|Penguin LCC US|YXHL|[5AQ,YFB,YXD,YXG,YXW]
966|Good Luck, Anna Hibiscus!|Atinuke|Walker Books Ltd|YFB|[5AH]
22263|Boy in a White Room|Karl Olsberg|Loewe Verlag GmbH|YFCB|[5AQ,4CL,FDB,FL,FLP,FM,UDBV,UDY,UYQ,UYV,YFB,YFCB,YFE,YFG]
62656|Harry Potter 3 and the Prisoner of Azkaban|Joanne K. Rowling|Bloomsbury UK|YFH|[FM,YFB]
45296|Paradox - Am Abgrund der Ewigkeit|Phillip P. Peterson|LÃ¼bbe|FL|[]
44436|Fangirl|Rainbow Rowell|Pan Macmillan|YFM|[5AP,1KBB-US-MPN,YFN,YFS,YXD,YXF]
39963|Das Ewigkeitsprojekt|Caroline HofstÃ¤tter|Atlantis Verlag|FLP|[5JB]
72234|Wayward Son|Rainbow Rowell|Macmillan USA|YF|[]
8930|Paradox 3|Phillip P. Peterson|Books on Demand|FLP|[]
42821|Q-World 3|Charles H. Barnes|Books on Demand|FLP|[5AQ]
23336|Bookish and the Beast|Ashley Poston|Random House LCC US|YFJ|[FBA,YFB,YFM]
52507|Die Gabe|Naomi Alderman|Heyne Taschenbuch|FLP|[FM]
45695|Weil wir anders sind|Jona Orbis|Books on Demand|FLP|[]
10091|Morgen wirst du bleiben|Nica Stevens|Carlsen Verlag GmbH|YFHR|[5AQ,5LF,1KB,FMR,FRD,FRT,YFB,YFM,YXE,YXHB]
55367|Fangirl|Rainbow Rowell|dtv Verlagsgesellschaft|YXHB|[5AP,1KBB-US-MPN,1KBB-US-MPNL,FXB,YFB,YFM,YXD,YXF,YXHB,YXHL]
15444|Court of Demons. Die NachtlÃ¤uferin|Isabel Clivia|Carlsen Verlag GmbH|FRT|[5AQ,5JA,5LKE,6FG,FMB,FMR,FRT,YFHR]
75816|Geister auf der Metropolitan Line|Ben Aaronovitch|dtv Verlagsgesellschaft|FMK|[1DDU-GB-ESL,FF,FMK,FMX,FYT]
9772|Raten mit Lieselotte|Alexander Steffensmeier|FISCHER SauerlÃ¤nder|YBCH|[5AC,YBCH,YBG,YBL,YNVP]
10694|Mein dicker FuÃŸball-Quizblock|Cordula ThÃ¶rner|Carlsen Verlag GmbH|SFBC|[5AJ,SFBC,YBG,YBL]
51754|FuÃŸball und noch viel mehr!|Andreas SchlÃ¼ter, Irene Margil|Carlsen Verlag GmbH|YFB|[5AJ,YFB,YFR]
20064|Phygene und die Amazonen|Bernhard Leinweber|Brighton Verlag GmbH|FM|[]
71144|Charlotte und das Reitinternat - Auf Teufel komm raus|Feli Fritsch|epubli|YNW|[]
72610|Daniel is different|Wesley King|Magellan GmbH|YFCF|[5AN,YFB,YFC,YFCF,YFR,YXD,YXE,YXG,YXL]
56390|Lesen? GefÃ¤llt mir! - Spannende Pferdegeschichten|Carola Wimmer|cbt|YFC|[5AL,YFC,YFR]
33105|Carlsen Clips: Mehr als ein Spiel|Julien Wolff|Carlsen Verlag GmbH|YXAB|[5AP,5AR,YFB,YFR,YP,YXAB,YXJ]
78039|Leben auf dem Sprung|Michael KÃ¶nig|Olivia Verlag|YBG|[5AJ,YBL,YNW]
41399|Batman Adventures Vol. 4|Kelley Puckett|DC Comics|XADC|[YFC]
11483|Fire & Blood|George R. R. Martin|Random House LCC US|FMB|[FJ]
45129|The Prom|Saundra Mitchell, Bob Martin, Chad Beguelin, Matth|Penguin Books Ltd (UK)|YFM|[5AN,YFQ,YFS,YXB,YXW]
37225|Eric ... durch fremde Augen|Babo Graf Harrach|Pro Business|YF|[5AG]
17632|ZÃ¤hne putzen, Pipi machen|Frauke Nahrgang|Ravensburger Verlag|YBLM|[5ABK,YNP,YXA]
13711|LÃ¶cher|Louis Sachar|Beltz GmbH, Julius|YF|[5AN,YP]
22014|The Icebound Land (Ranger's Apprentice Book 3)|John (Author) Flanagan|Penguin Random House Children's UK|YFH|[5AK]
28705|Blumen fÃ¼r Algernon|Daniel Keyes|Klett-Cotta Verlag|FBA|[1KBB,FBA,FL,FM,FXM,FXS,FYT]
25961|Allergic to Dead Bodies, Funerals, and Other Fatal Circumstances|Lenore Look|YEARLING|YFQ|[YXE,YXG]
38256|100 Gute-Laune-RÃ¤tsel - Ostern||Loewe Verlag GmbH|YNVP|[5AF,5HPF,4CA,YBG,YBL,YNVP,YZG]
16299|Heroes of Olympus 02. The Son of Neptune|Rick Riordan|Penguin Books Ltd (UK)|YFH|[5AK,YFC]
48432|Heroes of Olympus 03 The Mark of Athena|Rick Riordan|Penguin Books Ltd (UK)|YFH|[5AK,YFC]
76118|Percy Jackson and the Last Olympian|Rick Riordan|Penguin Books Ltd (UK)|YFH|[5AK,YFC]
6576|Die magische Feder - Band 1|Anna Matheis|TWENTYSIX|QRYX5|[5AN,FM,QRYX5,VXQM2]
30351|The Crown Between Us. Royale Pflicht (Die Â»CrownÂ«-Dilogie 2)|Ada Bailey|Carlsen Verlag GmbH|FRD|[5AQ,5JA,5LKE,FRM,YFM]
75647|Blade Runner|Philip K. Dick|FISCHER TOR|FLP|[FBA,FYT]
54178|Harry Potter 2 et la chambre des secrets|J. K. Rowling|Gallimard|FBA|[5AL,2ADF,FL,YF]
40932|Tiamat's Wrath|James S. A. Corey|ORBIT|FLS|[]
59955|SchlÃ¼ssel der Zeit 2|Tanja Bruske|Mainbook Verlag|FFH|[FM]
27049|Drachen|Markus Heitz|Piper Verlag GmbH|FM|[]
76062|Das einmal-rund-ums-Jahr Bastelbuch|frechverlag|Frech Verlag GmbH|W|[5,5A,5AD,5H,5HC,5HCA,5HCG,5HCP,5HK,5HKA,5HP,5HPD,5HPF,5HR,5HRA,5HRB,5HRC,5HRD,WF,WFA,WFB,WFT,WFTM,Y,YB,YBG,YR]
38026|Der dunkle Turm 2. Drei|Stephen King|Heyne Taschenbuch|FMB|[FH,FK,FYT]
110|Freundebuch - Meine Freunde - FuÃŸballfreunde||Coppenrath F|YNWD1|[5AG,5JB,YBG,YBL,YNWD1,YZS]
50256|WÃ¤chter des Morgen|Sergej Lukianenko|Heyne Taschenbuch|FMX|[1DTA,FK,FYT]
14000|Lies We Tell Ourselves|Robin Talley|Harlequin Enterprise Ltd.|YF|[5AQ]
22566|Die Gilde der Schwarzen Magier 01|Trudi Canavan|Blanvalet Taschenbuchverl|FMB|[5AP,FYT]
46179|Kleiner Werwolf|Cornelia Funke|Oetinger Taschenbuch GmbH|YNXB2|[5AJ,YFC,YFQ,YNXB2]
46301|Night and Silence|Seanan Mcguire|DAW BOOKS|FMX|[]
20156|Ella in der zweiten Klasse. Bd. 02|Timo Parvela|dtv Verlagsgesellschaft|YFQ|[5AG,5AJ,1DNF,YFQ,YFS]
7110|A Feast for Crows. Slipcase Edition|George R. R. Martin|Harper Collins Publ. UK|FM|[]
12452|Achtung! Cthulhu - Investigatorenhandbuch zum geheimen Krieg||Uhrwerk Verlag|WDHW|[FM]
54066|Im Schatten von Atlantis|Lynne Hardy|Uhrwerk|WDHW|[WD,WDHW]
54417|Kratzelzauber fÃ¼r MÃ¤dchen||Frech Verlag GmbH|WFA|[5AF,5HC,5HK,5HP,5HR,WFX,YBL]
21519|Dark Tracks|Philippa Gregory|Simon & Schuster Ltd|YFB|[]
30799|KreuzwortrÃ¤tsel. Ab 10 Jahren||Tessloff Verlag|JNLB|[5AL,4TY,WDKC,WHJ,YBL,YZ]
20464|Misch dich ein!|Andrea Rings|Oetinger Taschenbuch GmbH|RNPG|[5AN,RNPG,YF,YN,YNNV,YR,YX]
43364|Mach 10! Detektivclub - Ab 8 Jahren|Janine Eck|Bibliograph. Instit. GmbH|YNUC|[5AJ,4CD,YBG,YBL,YN,YNTR,YNUC,YNVP,YZG]
66057|Voll verboten! Mein verrÃ¼ckter RÃ¤tselblock 1 - Ab 8 Jahren|Dudenredaktion, Angelika Sust|Bibliograph. Instit. GmbH|YNVP|[5AJ,YBG,YBL]
51612|Mission Mystery - Ein Haus voller RÃ¤tsel: Schauriger GruselspaÃŸ - Band 3|Paul Martin|Edition Michael Fischer|WDK|[WDK,YBG,YBL,YFC]
56488|Mission Mystery - Ein Haus voller RÃ¤tsel - Band 1|Paul Martin|Edition Michael Fischer|WDK|[YBG,YBL,YFC]
60348|New Beginnings|Anastasia Elena S. M.|Xlibris UK|FMX|[]
77720|Heartstopper Volume Three|Alice Oseman|Hachette Children's  Book|YXLD2|[5AP,5PSG,4Z-GB-ACT,XADC,YFM,YFZR,YNMH,YXA]
51527|Die Magie der SteinblÃ¼te|Johanna Tiefenbacher|Talawah Verlag|FMX|[]
13507|The Vanishing Stair|Maureen Johnson|Harper Collins Publ. USA|YFCB|[YFCF,YFD,YFS]
64858|The Cheerleaders|Kara Thomas|Pan Macmillan|YFCB|[1KBB-US-NAKC,YFCF,YFM,YFN,YFS]
77900|Radio Silence|Alice Oseman|Harper Collins Publ. UK|YXHL|[5AP,YFB]
67890|The Poppy War|R. F. Kuang|HARPER VOYAGER|FMB|[FB,FMH]
23135|Europa - TragÃ¶die eines Mondes|Uwe Roth|tredition|FB|[]
47518|The Last Goddess, Band 2: A Kiss Stronger Than Death|Bianca Iosivoni|Ravensburger Verlag|YFM|[FMR,FR,FRD,YFHR,YFM]
28844|Meine Freunde - Dinos||Ars Edition GmbH|YB|[5AD,YF]
20619|Die rote Zora und ihre Bande|Kurt Held|FISCHER KJB|YFA|[5AL,1DXC,YFC,YFM,YFT,YXE]
2684|Four Dead Queens|Astrid Scholte|Piper Verlag GmbH|FMB|[]
6248|Selection 05 - Die Krone|Kiera Cass|FISCHER KJB|YFE|[5AQ,FM,YFH,YFM]
19238|Top Secret 06. Die Mission|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU,YFCB]
44335|Top Secret 08. Der Deal|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU,YFCB]
49638|Top Secret 12 - Die Entscheidung|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU,1FMM,YFCB]
37357|Top Secret 11. Die Rache|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU-GB-EACD,1DDU-GB-EWD,YFCB]
33771|Top Secret 07. Der Verdacht|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU,1DTA,YFCB]
62845|Top Secret 10 - Das ManÃ¶ver|Robert Muchamore|cbt|YFCF|[5AN,5JB,1DDU,1KBB-US-WMNV,YFCB]
67567|Top Secret 09. Der Anschlag|Robert Muchamore|cbt|YFCF|[5AN]
73765|TrÃ¼gerisch|Megan Miranda|Carlsen Verlag GmbH|YFCB|[5AQ,FH,VFJX,YFM,YFN,YXG]
77783|Samurai, Band 1: Der Weg des KÃ¤mpfers|Chris Bradford|Ravensburger Verlag|YFC|[5AN,1FPJ,FJH,YFT,3MGB]
74059|Der Fall von Gondolin|J.R.R. Tolkien|Klett-Cotta Verlag|FMB|[FYT]
53621|Der kleine Maulwurf: Malen Stickern Gestalten||Schwager und Steinlein|YBCH|[5AC,YBCH,YBG,YBLC,YBLD,YBLF,YBLH,YZG]
26026|Drachentanz|Andrea Ego|Books on Demand|FMH|[FMR]
30760|FOREVER SUMMER|Alyson Noel|St. Martin's Press|YFM|[]
69608|Influence|Sara Shepard, Lilia Buckingham|Random House LCC US|YFCB|[YFB,YFM,YXQ]
60086|Mein kleines Abc-Malbuch mit Rabe Linus|Dorothee Raab|Bibliographisches Institut, Berlin|YBG|[]
48533|Die Abenteuer von Aguila und Jaguar|Isabel Allende|Suhrkamp Verlag AG|DNXP|[5AN,1KLSH,FBA,FJ,FYT,YF]
66297|Tintenwelt-Schuber|Cornelia Funke|Oetinger Taschenbuch GmbH|YFHD|[5AN,YFB,YFH,YFHD]
17653|Tintenherz|Cornelia Funke|Oetinger Taschenbuch GmbH|YFHD|[5AN,YFB,YFHD]
75045|Die MondkÃ¶nigin|Philipp Schmidt|Books on Demand|FMB|[FN]
2412|Malen und RÃ¤tseln - Ãœbungen fÃ¼r die Vorschule (5+)||Loewe Verlag GmbH|YNVP|[5AF,JNLA,WD,WFA,WFX,WHJ,YBG,YBL,YNVP]
77966|Meine Kindergarten-Freunde Fahrzeuge||HABA Sales GmbH & Co.KG|YXHB|[YBG,YBL]
54964|Welt der Spiegel|Janina Jordan|Books on Demand|YFHR|[5AP,FMB,YFHR]
61917|Lost Dreams|Alexander Koslowski|Piper Verlag GmbH|FMB|[FMB,FMW,FN]
41841|Fensterbuch Der kleine Maulwurf|Zdenek Miler|TrÃ¶tsch Verlag GmbH|YBCH|[5AC,YBCS,YBL]
26622|Die Midgard-Saga - Asgard|Alexandra Bauer|NOVA MD|QRSW|[FM,FN,QRR,YFJ]
22452|Great Library 05. Sword and Pen|Rachel Caine|Allison and Busby Ltd|YF|[]
45591|Flames|Nathina St. Felix|Xlibris|FM|[]
42417|EXIT - Das Buch - Tagebuch 29|Dimitris Chassapakis|Franckh-Kosmos|YNVP|[YFCB]
49434|A Winter's Promise|Christelle Dabos|Europa Editions (UK) Ltd|YFB|[]
33583|Destiny Grimoire Anthology, Vol. I||Ingram Publisher Services|FL|[FM]
51974|All the Bright Places|Jennifer Niven|Penguin Books Ltd (UK)|YFB|[5AN,YFM,YFN]
15767|A Court of Frost and Starlight|Sarah J. Maas|Bloomsbury UK|FMR|[FMB,FN,FRD,YFM]
27079|Warten auf Weihnachten|Kirsten Boie, Sabine Ludwig, Astrid Lindgren, Jano|Oetinger Taschenbuch GmbH|YF|[5AF,5HPD]
63566|The Sinner, Volume 18|J. R. Ward|GALLERY BOOKS|FRT|[FM]
70962|Futura|Valerio Malvezzi|LIGHTNING SOURCE INC|FLG|[]
71364|Sternentau|Kurd LaÃŸwitz|Antigonos|FBC|[]
51193|Zeit fÃ¼r mich: Jugendstil - Muster und Designs zum Ausmalen|Emily Bone|Usborne Verlag|YBG|[5AH,YBL]
34123|SturmgeflÃ¼ster|Gabriella Engelmann|Arena Verlag GmbH|YF|[5AN,1DFG-DE-VA]
1798|KÃ¤pt'n Sharky - Meine Kindergartenfreunde||Coppenrath F|YBCH|[5JB,YBCH,YBG,YBL,YZS]
75964|Ich wÃ¼nsch mir einen Highlander|Jessi Gage|Books on Demand|FMH|[]
78992|Illegal|Eoin Colfer, Andrew Donkin|Hachette Children's  Book|JBFG|[5AK,4CD,1HB,1HF,XADC,YFCB,YXZ]
63420|Speak|Laurie Halse Anderson|Macmillan USA|YXQD|[YF]
22547|Die FlÃ¼sse von London|Ben Aaronovitch|dtv Verlagsgesellschaft|FFP|[1DDU-GB-ESL,FFP,FMK,FMX,FYT]
46343|Der Oktobermann|Ben Aaronovitch|dtv Verlagsgesellschaft|FMK|[5HRC,1DFG-DE-UR,1DZAR,FF,FMK,FMW,FYT,3MRBF]
64901|Das Lied von Eis und Feuer 08. Die dunkle KÃ¶nigin|George R. R. Martin|Blanvalet Taschenbuchverl|FYT|[FMB,FYT]
46886|Die Worte des Lichts|Brandon Sanderson|Heyne Taschenbuch|FMB|[FYT]
54028|Crow Girl Rises|Kate Cann|Barrington Stoke Ltd|YFB|[5AR,YXQ]
76507|Alex Rider, Band 10: Steel Claw|Anthony Horowitz|Ravensburger Verlag|YFC|[5AN]
62913|Die Dame vom See|Andrzej Sapkowski|dtv Verlagsgesellschaft|FMB|[FM,FYT]
36174|Das Pony|Thea Ross|Ravensburger Verlag|YNNJ24|[5ABK,YBLL,YNNH4]
37268|Mein allererster Malblock: Fahrzeuge||Ravensburger Verlag|YBL|[5ABK]
42062|Cinderella|Ruth Sanderson|Interlink Publishing Group, Inc|YFJ|[]
6389|Das Graveyard Buch|Neil Gaiman|Arena Verlag GmbH|YFC|[5AL,YFC,YFD,YFH,YFN]
34071|Meine Sticker: Magische EinhÃ¶rner||Ars Edition GmbH|YBG|[5AD,YBL]
42958|FÃ¼r immer in meinem Herzen|Stefanie Wiegel|Patmos-Verlag|VFJX|[VFJX,YBL,YF,YXG,YZG]
60159|El PingÃ¼ino Taky|Helen Lester|HOUGHTON MIFFLIN|YFP|[YFQ]
75095|Click'd|Tamara Ireland Stone|DISNEY-HYPERION|YXHB|[YF]
55365|Obsidian: Shadows. Finsterlicht (Obsidian-Prequel)|Jennifer L. Armentrout|Carlsen Verlag GmbH|YFHR|[5AQ,1KBB,FL,FMR,FMX,YFB,YFG,YFM]
42710|Die schÃ¶nsten Mandalas zum Entspannen||Arena Verlag GmbH|YBGC|[5AJ,YBL,YZ]
65020|Julie von den WÃ¶lfen|Jean Craighead George|dtv Verlagsgesellschaft|YFB|[5AN,1KBB-US-WPNA,1MTN,YFA,YFC,YFP]
50407|Komet - Der Einschlag|Larry Niven, Jerry Pournelle|Mantikore Verlag|FLQ|[]
74321|Die Phileasson-Saga 06 - Totenmeer|Bernhard Hennen, Robert Corvus|Heyne Taschenbuch|FMB|[]
49966|12 things to do before you crash and burn|James Proimos|Beltz GmbH, Julius|YF|[5AQ]
10004|Nevernight - Die PrÃ¼fung|Jay Kristoff|FISCHER TOR|FYT|[5JA,5JB,FJ,FK,FMH,FYT,YFC,YFH]
50523|Das wandelnde Schloss|Diana Wynne Jones|Knaur Taschenbuch|FBA|[FBA,FMB,FMK,FMM,FN,FYT]
