,itemID,title,author,language,collection,isbn,publisher,description,main topic,subtopics
61341,61629,Las Aventuras de Chiladom,Pandanaro,,,,Lulu.com,,YFB,
61342,60084,Las Aventuras de Izzy Y Juju: Detectives Investigadores Gemelos (D.I.G.): Iel Caso del Intimidador G,Dra Andrea Blake-Garrett,,,,AUTHORHOUSE,,YF,
61343,30511,Las Fabulas de Maria,Fradianick,,,,Palibrio,,YNNF,YFP
61344,64247,Las Focas y Morsas Libro Para Colorear,El Blokehead,,,,Blurb,,YFB,
61345,5784,Las Increibles Aventuras del Pollito Pio Pio,Alvarado Madrig Frank Alvarado Madrigal,,,,Trafford Publishing,,YFB,
61346,57105,Las Tres Mellizas y Barba Azul,"Roser Capdevila, Merce Company",,,,LECTIO EDICIONES,,YFC,YFN
61347,18324,Las galletas de Genoveva,Pedro Agenjo Sauceda,,,,Blurb,,YFB,
61348,72218,Las increíbles aventuras de la gatita       Miau Miau,Frank Alvarado Madrigal,,,,Trafford Publishing,,YFB,
61350,3573,Las increíbles aventuras del Patito Kuak       Kuak,Frank Alvarado Madrigal,,,,Trafford Publishing,,YFB,
61352,54809,Las increíbles aventuras del perrito Guao Guao,Frank Alvarado Madrigal,,,,Trafford Publishing,,YNNJ21,YFP|YNNH1
61354,44579,Lassa,Laurent de Coudenhove,,,,Books on Demand,,FMB,5AN
61355,37401,Last Breath: The Morganville Vampires,Rachel Caine,,,,NEW AMER LIB,,YFHR,
61356,20029,Last Chance,Kelly W. Carpenter,,,,AuthorHouse,,FL,
61357,34889,Last Chance,K. T. Hanna,,,,Amaranthine Press,,FL,
61358,60683,Last Dance,Hanna Schroy,,,,Iron Circus Comics,,XADC,YFD
61359,35841,"Last Descendants (Last Descendants: Assassin's Creed Novel Series #1), Volume 1",Matthew J. Kirby,,,,SCHOLASTIC,,YFZZ,YFC|YFT
61360,78464,Last Generation,Amanda Taylor,,,,1st Book Library,,YFH,
61361,71924,Last Haven - Die Liga der Mutigen,Lisbeth Jarosch,,,,Piper,,FLP,FDB
61363,12236,"Last Light Falling - Into The Darkness, Book II",J. E. Plemons,,,,Blarney Stone Publishing,,FLQ,
61365,3911,Last of the Exalted,Derek Prior,,,,Indy Pub,,FMB,
61366,37134,Lastall den Scáthán agus a bhFuair Eilís Ann Roimpi: Through the Looking-Glass in Irish,Lewis Carroll,,,,EVERTYPE,,YFA,YFH
61367,3530,Laugh and Learn Coloring Book (Color Me Now),Speedy Publishing Llc,,,,Speedy Publishing LLC,,YBL,
61368,64649,Laura Marlin Mysteries: Kentucky Thriller,Lauren St John,,,,Hachette Children's Group,,YFCF,5AK
61369,56705,Lauren Jay or Lolly Rag Dolly,Christine Hilliard,,,,AUSTIN MACAULEY,,YXHB,YF
61370,63430,Laurin,Dirk Eickmeyer,,,,Books on Demand,,FMM,
61371,32043,Lautschriften 2019,,,,,FISCHER Kinder- und Jugendtaschenbuch,,FBA,DCC|DCQ|DND|FYB
61372,35484,Lavinia - Das Feuermädchen,Thomas Welke,,,,tredition,,FM,
61373,78852,Lawyer Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This Funny O,Lawyer Notebook,,,,INDEPENDENTLY PUBLISHED,,YF,
61374,36671,Lawyer! Did You Mean Law Wizard: Blank Line Occupation Journal to Show Appreciation to That Colleagu,Thithiajobs,,,,INDEPENDENTLY PUBLISHED,,YF,
61375,73344,Layers,Ursula Poznanski,,,,Loewe Verlag GmbH,,YFCB,5AQ|FF|FHK|UYV|UYW|YFB|YFC|YFCF|YXS
61376,62108,Layla im Reich des Schneekönigs,Reinhold Messner,,,,BERGWELTEN,,RNK,1DZT|RNK|SZ|SZG|Y|YB|YBC|YBL|YN
61377,24560,Layla the Lawyer: The Case Of The Missing Cookies,Brittany Starr A. Whittington,,,,LIGHTNING SOURCE INC,,YFCF,
61378,59334,Lazar & Jingles and Bunson in Holiday Gifts,Kendrick Sims,,,,PAGE PUB,,YXD,YF|YXQ
61379,59396,Lazlo Llama: Stories From the Dali Llama's Neighbor's Third Cousin,Llama Lazlo,,,,LIGHTNING SOURCE INC,,YFJ,
61380,67520,Le 13e souhait,Martine Noël-Maw,,,,La nouvelle plume,,YNTT,YFG
61381,43978,Le Cheval magique: French-Arabic Edition,Idries Shah,,,,HOOPOE BOOKS,,YFH,YFJ
61382,55153,Le Cheval magique: French-Pashto Edition,Idries Shah,,,,HOOPOE BOOKS,,YFH,YFJ
61383,27839,Le Cheval magique: French-Urdu Edition,Idries Shah,,,,HOOPOE BOOKS,,YFH,YFJ
61384,68825,Le Cronache Degli Elementi -Spirito- Volume 3,Luca Traversari,,,,Youcanprint,,FM,
61385,60051,Le Crâne Mystérieux,Jacques P. Ouellet,,,,LIGHTNING SOURCE INC,,YFJ,
61387,48108,Le Jeune coq stupide: French-Arabic Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61388,22530,Le Jeune coq stupide: French-Dari Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61389,46759,Le Jeune coq stupide: French-Pashto Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61390,30094,Le Jeune coq stupide: French-Urdu Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61391,56878,Le Labyrinthe 1 L'épreuve,James Dashner,,,,Pocket,,YFH,5AP|2ADF
61392,53951,Le Labyrinthe 2. L'épreuve/La terre brûlée,James Dashner,,,,Pocket,,YFH,5AP|2ADF
61393,45166,Le Labyrinthe 3 L'épreuve/Le Reméde Mortel,James Dashner,,,,Pocket,,YFH,5AP|2ADF
61394,73346,Le Lion qui se vit dans l'eau: French-Arabic Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61395,66284,Le Lion qui se vit dans l'eau: French-Dari Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61396,36861,Le Lion qui se vit dans l'eau: French-Pashto Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61397,64825,Le Lion qui se vit dans l'eau: French-Urdu Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,YFQ
61398,68080,Le Nid,Alice Dussauze,,,,Prodinnova,,YFA,
61399,33063,Le Novelle Della Pescara: Large Print,Gabriele D'Annunzio,,,,INDEPENDENTLY PUBLISHED,,FM,
61400,67623,Le Passage,Louis Sacher,,,,Gallimard,,YF,5AL
61402,74036,Le Petit Nicolas et ses voisins,"Jean-Jacques Sempé, René Goscinny",,,,Gallimard,,YF,
61403,73264,Le Petit Nicolas et ses voisins,"Jean-Jacques Sempe, Rene Goscinny",,,,Gallimard,,YF,2ADF
61404,35457,Le Petit garçon qui n'avait pas de nom: French-Arabic Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,
61405,14661,Le Petit garçon qui n'avait pas de nom: French-Pashto Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,
61406,15393,Le Petit garçon qui n'avait pas de nom: French-Urdu Edition,Idries Shah,,,,HOOPOE BOOKS,,YFJ,
61407,45251,Le Réveil des Dragons (Rois et Sorciers -Livre 1),Morgan Rice,,,,Morgan Rice,,FM,
61408,5349,Le Salaire de l'Insomnie,André Marie Bernard Pouya,,,,EDM,,FB,
61409,38439,Le Seigneur des Anneaux 02. Les deux tours,John Ronald Reuel Tolkien,,,,Gallimard,,YFH,
61410,75843,Le Trésor de Jack Simon,Lou& Pitre,,,,LIGHTNING SOURCE INC,,YFH,
61411,52560,Le Trône de fer. L'intégrale 03 (Modèle aléatoire),George R. R. Martin,,,,J'ai Lu,,FB,
61412,57535,Le Vivant Et Le Non Vivant Points Communs Et Différences (Living Things and Nonliving Things: A Comp,Kevin Kurtz,,,,ARBORDALE PUB,,YBLF,
61413,6734,Le Zebre Parlano = Zebra Talk,Vanessa Vargo,,,,CHILDS PLAY,,YF,
61414,21151,Le chant des pierres,Christophe Klotz,,,,Books on Demand,,FL,
61415,70966,Le choix...,Michèle Rappe,,,,Outils pour la vie,,YFB,YXE
61416,2724,Le condamné / Le guerrier de Kya,"J.A.P.,",,,,Books on Demand,,FL,
61417,11258,Le courage de Colin,Michèle Rappe,,,,Outils pour la vie,,YFB,YXE
61418,32104,Le divin dilemme de soeur Sophie,Wouro Aurélien Tchémi Tchambi,,,,EDM,,FB,
61419,9150,Le mystère A,Rémi Hesse,,,,Le Lys Bleu,,FL,
61420,19320,Le petit Nicolas a des ennuis,"Jean-Jacques Sempe, Rene Goscinny",,,,Gallimard,,YF,5AJ|2ADF
61421,35338,Le petit humain,Alain Serres,,,,Gallimard,,YFJ,5AJ
61422,59142,Le phare,Éric Letulle,,,,Le Lys Bleu,,FM,
61423,70653,Le portrait,Marie Dugard,,,,Books on Demand,,FMR,1D
61424,22874,Le royaume d'Eigam: Une pierre extraordinaire,S. J. Vogel,,,,BOOKS ON DEMAND,,YFH,
61425,45161,Le trône de fer. L'intégrale 02,George R. R. Martin,,,,J'ai Lu,,FB,
61426,30618,"Le voyage de Hana: Floraison des cerisiers au Japon, de Tokyo à Kyoto",Rosalys,,,,LIGHTNING SOURCE INC,,YF,
61427,49652,Lea & Philipp im Freiburger Bächle,Olaf Pigorsch,,,,Rombach Verlag KG,,YBCS,5AD|YBL
61428,38013,League of Legends. Die Reiche von Runeterra,,,,,Knaur HC,,FBA,FBA|FM|FYV|FZ|SXE|3MR
61429,10531,Leah Braves the Flood: A Great Molasses Flood Survival Story,Julie Gilbert,,,,STONE ARCH BOOKS,,YFZR,1KBB|YFC|YFT
61430,46982,Leana,Conny Lüscher,,,,Theodor Boder Verlag,,FMT,FK
61431,55774,Leap of Faith,Laura Sieveking,,,,PENGUIN AUSTRALIA,,YFR,
61432,62744,Leaping Beauty: And Other Animal Fairy Tales,Gregory Maguire,,,,HARPERCOLLINS,,YFJ,
61433,22915,Learn & Play,Liam Hickey,,,,"Big Reflection Books, LLC",,YBLC,
61434,33270,Learn Early Math: Developing Pre-K to Kindergarten Skills,Lauren Crisp,,,,TIGER TALES,,YBLC,YNTM
61435,35606,Learn the ABC's with Ricardo Reading Mouse(R): 26 Letters of the English Alphabet Full Colour A-Z Pi,Melissa Savonoff,,,,PUBLICIOUS PTY LTD,,YBLA,2ACB|YPCK
61436,16173,Learn to Write,Lauren Crisp,,,,Little Tiger Press Group,,YBL,5AC
61437,18856,"Learn to Write: Pencil Control, Line Tracing, Letter Formation and More",Lauren Crisp,,,,TIGER TALES,,YPCA22,YBLA|YPCA23
61438,45822,Learning Bible Proverbs with Mandy and Billy,Janice Melton Ruggiero,,,,Xlibris,,YFCA,
61439,1472,Learning Today And Leading Tomorrow,James a. Shanks Middle School It Academy,,,,Outskirts Press,,YFU,
61440,22966,Learning about Feelings with a Unicorn: A Cute and Fun Story to Teach Kids about Emotions and Feelin,Steve Herman,,,,LIGHTNING SOURCE INC,,YXE,YF
61441,78802,"Learning about Money, Grade 1",Evan-Moor Educational Publishers,,,,EVAN MOOR EDUC PUBL,,YNPK,
61442,22213,Learning the World,Robert Ziefel,,,,Lulu.com,,FL,
61443,72680,Learning the World Map,Tamar Bobokhidze,,,,LIGHTNING SOURCE INC,,YPCA21,YBLH
61444,22465,Learning with Models,Miranda Kelly,,,,CRABTREE SEEDLINGS,,YNTM,YBL
61445,4669,Leave Me Alone: A Tale of What Happens When You Stand Up to a Bully,Kes Gray,,,,BES PUB,,YXQ,YF
61446,14545,Leaves of Lemna,James Larkin,,,,Lulu.com,,FL,
61447,19731,Leaving Home,Peggy Harris,,,,MIRROR PUB,,YF,
61448,17871,Leben & Träume der Pimientos de Padrón,Katherine Anne Lee,,,,Books on Demand,,FM,FW|VS
61449,78039,Leben auf dem Sprung,Michael König,,,,Olivia Verlag,,YBG,5AJ|YBL|YNW
61450,29437,Leben nach dem Computer,Olaf R. Spittel,,,,28 Eichen,,FL,FUP
61453,1957,Lecciones del Abuelo Para Sobrevivir Una Cuarentena y La Vida,Ruthie Godfrey,,,,"Ruthie Godfrey Books, LLC",,YFN,YXF
61455,39017,Lección de mates de pre-infantil (Diviértete aprendiendo a contar con estos 20 juegos de serpientes ,Garcia Santiago,,,,Fichas de preescolar,,YBG,
61457,16911,Leela the Chinchilla: An Adventure Story of How to Make a Dream Come True,David Emil,,,,INDEPENDENTLY PUBLISHED,,YFC,
61459,25794,Left outside alone: I Custodi delle Arti e i Figli della Notte,Laura L. C. Allori,,,,INDEPENDENTLY PUBLISHED,,FM,FW
61460,26591,Left to Fate. Die Ausgesetzten,Gloria Trutnau,,,,Carlsen Verlag GmbH,,YFHR,5AQ|5AX|5JA|FBA|FDB|FMR|FMX|FRD|FRM|FXB|YFC|YFE|YFM
61461,28939,Legacy,Alexandra Wood,,,,Lulu.com,,FL,
61462,22544,Legacy,Shannon Messenger,,,,Simon & Schuster Ltd,,YFB,
61463,18329,Legacy,Robert Maxxim,,,,"PageTurner, Press and Media",,FJ,FL
61464,31866,Legacy,A D Starrling,,,,AD STARRLING,,FM,
61465,74001,Legacy of the Ripper: Large Print Hardcover Edition,Brian L. Porter,,,,BLURB INC,,FMH,FH|FK
61466,78392,"Legacy to My Granddaughters: Killer Drugs, Sexually Transmitted Diseases, Abusive Relationships",Lillian M. Taylor,,,,WASTELAND PR,,YXQD,YF
61467,2566,Legacy- The Gathering,Philipp Cain,,,,Austin Macauley,,FM,
61468,35551,Legal Analyst Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. E,Thithialegalanalyst,,,,INDEPENDENTLY PUBLISHED,,YF,
61469,65388,Legend,Marie Lu,,,,Penguin Random House Children's UK,,YFG,
61470,23404,Legend 01,Marie Lu,,,,Penguin LCC US,,YFCB,5AN|YFB|YFE|YFH|YXS
61471,49475,Legend 02. Prodigy,Marie Lu,,,,Penguin LCC US,,YFCW,5AN|FL|YFE|YFH|YNJ
61472,12663,Legend of the Five Rings: Fluch der Ehre,"Annandale David, David Annandale",,,,Cross Cult,,FM,
61473,55133,Legend of the Treasure,Jr. J. Michael Squatrito,,,,iUniverse,,YFH,
61474,72489,Legend's Legacy,Amanda Witow,,,,Prairie Owl Publishing,,FMH,
61475,57667,Legendary,L. H. Nicole,,,,Omnific Publishing,,FRT,
61476,55094,Legends Of The Ancients: Age Of Magic - A Kurtherian Gambit Series,"Michael Anderle, Candy Crum",,,,LIGHTNING SOURCE INC,,YFH,
61477,65707,Legends and Lore,"National Geographic Kids, Anna Claybourne",,,,National Geographic Kids,,YNXB,YFY
61479,23952,Legends of Amaré,D. Bishop,,,,Rowanvale Books Ltd.,,FMB,
61480,15698,Legends of Christmas,John T. Bunn,,,,CHRISTIAN FAITH PUB INC,,YFK,
61481,18992,Legends of Earth,E. Nigma,,,,Tellwell Talent,,FM,
61482,34413,Legends of Kain,"Bruno Schelig, Nismion Levieth",,,,Lulu.com,,FL,
61483,56403,"Lego City: ¡policías, Ladrones Y Cocodrilos! (Cops, Crocks, and Crooks!)","Trey King, Kenny Kiernan",,,,SCHOLASTIC,,YFC,
61484,57860,"Lego DC Super Heroes: ¡amigos Y Enemigos! (Friends and Foes), Volume 1",Trey King,,,,SCHOLASTIC,,YFZZ,YFC
61485,63261,Lego(r): Fun in Lego(r) City!,Editors of Studio Fun International,,,,STUDIO FUN INTL,,YFZZ,YBG
61486,34032,Leicht³,Jens K. Berg,,,,Books on Demand,,FMH,
61488,47736,Lelkem egy darabja,Stibán Izabella,,,,united p.c. Verlag,,FB,
61489,69461,"Leman Russ, Volume 2: The Great Wolf",Chris Wraight,,,,BLACK LIB,,FLR,
61490,18617,Lena,Käthe Recheis,,,,dtv Verlagsgesellschaft,,YFCW,5AN|5AQ|1DFA|3MPBGJ-DE-H
61491,46995,Lena,Malcolm R Campbell,,,,"Thomas-Jacob Publishing, LLC",,FMH,
61493,45839,"Lens Larque: De Duivelsprinsen, Boek 4",Jack Vance,,,,LIGHTNING SOURCE INC,,FL,
61494,70377,Lent: A Novel of Many Returns,Jo Walton,,,,TOR BOOKS,,FDK,FMH|FN
61495,1506,Leo & Leo 01. Mann mit Hund,Tobias Bungter,,,,Oetinger Taschenbuch GmbH,,YF,5AJ
61496,11399,Leo & Leo: Das Jade-Äffchen,Tobias Bungter,,,,moses. Verlag GmbH,,YFCF,5AJ|YBL|YFCF|YNVP
61497,35981,Leo & Leo: Der große Pavaruso,Tobias Bungter,,,,moses. Verlag GmbH,,YFCF,5AJ|YBL
61499,252,Leo Lausemaus - Kindergarten-Malblock,,,,,"Lingen, Helmut Verlag",,YBL,5AC|5LB
61500,31578,Leo Lausemaus - Kindergarten-Rätsel,,,,,"Lingen, Helmut Verlag",,YBL,5AD|5LB
61501,37182,Leo Lausemaus - Lieblingsbilder zum Ausmalen,,,,,"Lingen, Helmut Verlag",,YBL,5AC|5LB
61502,40624,Leo Lausemaus - Mein toller Winter-Malblock,,,,,"Lingen, Helmut Verlag",,YBGC,5AC|5AF|5HRD|YBL
61503,20339,Leo Lausemaus Lili geht aufs Töpfchen. wattierter Umschlag,Marco Campanella,,,,"Lingen, Helmut Verlag",,YBCS,YBL
61504,54747,Leo Lausemaus Mal- und Zeichenspaß,,,,,"Lingen, Helmut Verlag",,YBL,5AD|5LB
61505,40664,Leo Lausemaus Vorschul-Rätselblock,,,,,"Lingen, Helmut Verlag",,YNVP,5AF|YBL
61506,75348,Leo and the Gorgon's Curse: Brownstone's Mythical Collection 4,Joe Todd-Stanton,,,,NOBROW PR,,YFJ,YFT
61507,16705,Leon: Glück trägt einen roten Pony,C. M. Spoerri,,,,Sternensand Verlag,,FMK,FMK|FMX
61508,16949,Leonis - Herz über Kopf durch die Zeit,Marina Neumeier,,,,Piper Verlag GmbH,,FMR,1DST-IT-TSF|FMR|FMW|FMX|FRD|FRU
61509,5035,Leprechauns,Ashley Gish,,,,CREATIVE ED & PAPERBACKS,,YFH,YFJ
61510,10876,Leprochan,Gerhard Stiegler,,,,epubli,,FKW,
61511,46015,Lequel Est Le Plus Long?,Alan Walker,,,,CRABTREE SEEDLINGS LES JEUNES,,YBLH,YNTM
61512,22898,"LernSpielZwerge, Vorschulblock - Kombinationsspiele",,,,,Loewe Verlag,,YNVP,5AF|4CA|JNLA|UYQP|WDK|YBG|YBLF|YBLH|YNV|YZG
61513,48900,"LernSpielZwerge, Vorschulblock - Schreibspiele und Schwungübungen",,,,,Loewe Verlag,,YNVP,5AF|4CA|CFLA|WDK|WFU|YBG|YBLA|YNV|YPCA22|YZG
61514,29649,Lernen mit dem Lernkäfer - Hase,,,,,Yo Yo Books,,YBC,
61515,50479,Lernen mit dem Lernkäfer - Katze,,,,,Yo Yo Books,,YBC,
61516,11761,Lernen mit dem Lernkäfer - Wal,,,,,Yo Yo Books,,YBC,
61517,69644,Les 12 Travaux D'Hercule,Nicolas Cauchy,,,,LANGUEREAU,,YF,
61518,55807,Les Acmaq - Tome 2: Les feux follets de Tatamagouche,Diane Carmel Léger,,,,LIGHTNING SOURCE INC,,YFH,
61519,20142,Les Affligés Que Seront Consolés: Per Amore E Per' Saga 11 E 12,Laura L. C. Allori,,,,INDEPENDENTLY PUBLISHED,,FMX,
61520,7954,Les Animaux dans mon cerveau: Un guide pour enfants pour comprendre et contrôler leur comportement,Sarah Joseph,,,,LIGHTNING SOURCE INC,,YXE,YF
61521,35819,Les Archives de la comtesse D***,Alexeï Apoukhtine,,,,Prodinnova,,FYD,
61523,53632,Les Deux Princes,Lucien Vuille,,,,Books on Demand,,FMK,
61524,21044,Les Etoiles,Merlin Gideon Gray,,,,The New GRAY Clan,,FM,
61525,13171,Les Fees,Brian Froud,,,,ALBIN MICHEL JEUNESSE,,YF,
61526,21061,Les Savoirs Perdus / Panuijkatasikl Kina'masuti'l,Michael James Isaac,,,,Fernwood Publishing Co Ltd,,YFJ,
61527,74525,Les bêtises du petit Nicolas,"Jean-Jacques Sempé, René Goscinny",,,,Gallimard,,YF,
61528,28801,Les chroniques de Narnia 01,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61529,438,Les chroniques de Narnia 02,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61530,20419,Les chroniques de Narnia 03,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61531,69889,Les chroniques de Narnia 04,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61532,19903,Les chroniques de Narnia 05,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61533,21553,Les chroniques de Narnia 06,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61534,18970,Les chroniques de Narnia 07,Clive Staples Lewis,,,,Gallimard,,YF,5AK
61536,59953,Les héros des univers,Cedric Chevignac,,,,Books on Demand,,FL,
61537,74283,Les meilleurs chiens viennent de...,Dialog Abroad Books,,,,Dialog Abroad Books,,YXPB,YFB|YXN
61538,71721,Les meilleurs chiens viennent de... (Bilingue Français-Deutsch),Dialog Abroad Books,,,,Dialog Abroad Books,,YXPB,YFB|YXN
61539,1007,Les meilleurs chiens viennent de... (Bilingue Français-Italiano),Dialog Abroad Books,,,,Dialog Abroad Books,,YXPB,YFB|YXN
61540,38337,Les meilleurs chiens viennent de... (Bilingue Français-Português),Dialog Abroad Books,,,,Dialog Abroad Books,,YXPB,YFB|YXN
61544,33023,Leselöwen Rätsel-Rallye für Leseprofis - 2. Klasse (türkis),,,,,Loewe Verlag GmbH,,YPCA2,5AH|5AR|CFDC|JNLB|WDKC|WHJ|YBL|YNG|YNVP
61545,42235,Lesen & Stempeln. Krötige Geschichten von den Olchis,Erhard Dietl,,,,Oetinger Friedrich GmbH,,YBGC,5AG|YBD|YBGC|YF
61546,356,Leseprofi - 2-Minuten-Leserätsel: Mein erster Lesewortschatz. Lauter Lieblingstiere,"Ulrike Holzwarth-Raether, Ute Müller-Wolfangel",,,,FISCHER Duden,,YPCA21,5AF|YBL
61547,37944,Leseratte Otilie Notizbuch,,,,,Oetinger Friedrich GmbH,,WZSN,5HKB|4CD|YBL|YZ
61548,48338,Leserätsel zum Lesenlernen (3. Lesestufe),"VEB SPIELEKOMBINAT Katja Volk, Katja Volk",,,,Ravensburger Verlag,,YPCA2,5AJ|4CD|YBG|YBL|YNVP
61549,61996,Lesestark mit Tom Turbo - Das Ungeheuer im Waldsee,Thomas Brezina,,,,G&G Verlagsges.,,YFC,5AH|2ACG|YBL|YFCA|YFCF
61550,12197,Lesson for the Wolf (Inuktitut),Sean Qitsualik-Tinsley,,,,INHABIT MEDIA,,YFP,1QMP|YFJ
61551,14533,Lessons Learned Along The Journey,Louie T. Mcclain Ii,,,,Melanin Origins LLC,,YFB,YX
61552,46371,Lester Riggly and Purrcy,Lois Hummel,,,,CHRISTIAN FAITH PUB INC,,YFK,
61553,60207,Let It Shine,Penelope Dyan,,,,Bellissima Publishing LLC,,YFQ,
61556,76310,Let Them Go!,Penelope Dyan,,,,Bellissima Publishing LLC,,YFB,YXE
61557,18588,Let it Snow. Film Tie-In,"John Green, Maureen Johnson, Lauren Myracle",,,,Penguin Books Ltd (UK),,YFM,5AN|5HPD|YFU
61558,47198,Let's Bake!,Julia Lassa,,,,Bower Maze,,YFR,
61560,73273,"Let's Count Christmas!: Can You Find & Count Santa, Rudolph the Red-Nosed Reindeer and the Snowman? ",Pamparam Kids Books,,,,LIGHTNING SOURCE INC,,YBLC,5HPD|YNMD|YNV
61561,13879,"Let's Count Food!: Can You Find & Count all the Bananas, Carrots and Pizzas - Fun Eating Counting Bo",Pamparam Kids Books,,,,LIGHTNING SOURCE INC,,YBLC,YNPC|YNV
61562,20393,Let's Find Out: My Rebus Readers Multiple-Copy Set: Box 1,Scholastic Teaching Resources,,,,SCHOLASTIC TEACHING RES,,YBL,
61563,67750,"Let's Get Invisible! (Classic Goosebumps #24), Volume 24",R. L. Stine,,,,SCHOLASTIC,,YFD,YFQ
61565,77737,Let's Go! (Pre-reader),National Geographic Kids,,,,National Geographic Kids,,YPCA21,2ACB|YFN
61566,31407,Let's Sticker & Paste! Amazing Animals,,,,,KUMON PUB NORTH AMER LTD,,YBL,
61569,19711,Letter for the King (Netflix Original Series Tie-In),Tonke Dragt,,,,Pushkin Press,,YFC,5AL|YFA|YFH
61570,42764,Letters From an Alien,Mary Carmen,,,,1st Book Library,,FL,
61571,40183,Letters and Sounds Workbook   Toddler-Grade K - Ages 1 to 6,Gusto,,,,Professor Gusto,,YBL,
61572,73869,Letters from Heaven / Cartas del Cielo,L. M. Gil,,,,ARTE PUBLICO PR,,YFN,
61573,4880,Leuchtroboter,Castleforte,,,,Ullmann Medien GmbH,,YNPH1,5AG|TJFM1|WDHB|WFTM|YBL|YNPH1
61574,75246,Leuchtturm Hellblau,Andreas Steinberger,,,,Books on Demand,,FBA,FMM
61575,63771,Level Up,Tom Nicoll,,,,Little Tiger Press Group,,YFC,5AH
61576,53903,Levi,Martin Heckt,,,,Books on Demand,,FMB,5AN|YFH
61577,32977,Leviathan,Rob Astor,,,,Just Fiction Edition,,FB,
61579,5642,Lexi and Hippocrates,Marian Keen,,,,Keen Ideas Publishing,,YFT,1QBA
61581,21244,"Leões, Leopardos e Tempestades..minha nossa!",Heather L Beal,,,,Train 4 Safety Press,,YNNV,YFP
61583,74583,Li'l Jack's Blackjack,T. Lynn Jax,,,,T. Lynn Jax,,YFT,1KBB|3MN
61584,31352,Liaden - Korvals Nemesis,"Sharon Lee, Steve Miller",,,,Atlantis Verlag Guido Latz,,FL,
61586,53953,Liar & Spy,Rebecca Stead,,,,Random House LCC US,,YXHB,5AJ|5AK|YFB|YFCF|YXW
61587,39771,Liar! Liar!,Bonnie Ellk Carver,,,,Xlibris,,YFU,
61588,36108,"Liar, Liar: The Theory, Practice and Destructive Properties of Deception",Gary Paulsen,,,,WENDY LAMB BOOKS,,YFQ,
61589,33710,Libby Pink e a Luva Vermelha,Carol Ann Cartaxo,,,,Blurb,,YFB,
61590,41246,Libby Pink e as abelhas,Carol Ann Cartaxo,,,,BLURB INC,,YF,
61591,22161,Libby Pink e o mapa do tesouro do aniversário de Alex,Carol Ann Cartaxo,,,,BLURB INC,,YF,
61592,38454,Libby Pink na conquista do Grande prémio de Londres,Carol Ann Cartaxo,,,,BLURB INC,,YF,
61593,52876,Liber Lokaj,Bernhard Pesch,,,,Books on Demand,,FM,
61595,5725,Liberty Lane: A Conservative Children's Book Series,"Josh Bansal, Amalia Halikias",,,,MASCOT BOOKS,,YF,1KBB
61597,37849,Liborix und die Dom-Detektive,Claudia Westermann,,,,Bonifatius-Verlag,,DSY,4Z-DE-BA|DSYC|JBSP1|WTHF|YFCA|YFJ|YNGL|YNH|YNHD|YNM|YNR|YNRM
61598,11579,Libri Illustrati per Bambini: Vittoria Ama la Nonna Lucianì Libri sulle Emozioni. Storie della Buona,Emanuela Lunini,,,,LIGHTNING SOURCE INC,,YBLN1,YBLJ|YF
61599,60552,Libri da colorare per bambini di 2 anni (Abbigliamento): Questo libro contiene 40 pagine a colori co,Gino Bianchi,,,,COLORING PAGES,,YNTM,YBG|YPWL
61600,54683,Libri da colorare per bambini di 2 anni (Alfabeto e numeri),Gino Bianchi,,,,Coloring Pages,,YBG,
61601,69486,Libri da colorare per bambini di 2 anni (Archi): Questo libro contiene 40 pagine a colori con linee ,Gino Bianchi,,,,COLORING PAGES,,YNTM,YBG|YPWL
61602,59222,Libri da colorare per bambini di 2 anni (Arte delle unghie): Questo libro contiene 40 pagine a color,Gino Bianchi,,,,COLORING PAGES,,YNTM,YBG|YPWL
61603,74622,Libri da colorare per bambini di 2 anni (Bambole russe): Questo libro contiene 40 pagine a colori co,Gino Bianchi,,,,COLORING PAGES,,YNTM,YBG|YPWL
61604,70215,Libri da colorare per bambini di 2 anni (Calze di Natale): Questo libro contiene 40 pagine a colori ,Gino Bianchi,,,,COLORING PAGES,,YNTM,YBG|YPWL
