|itemID|title|author|language|collection|isbn|publisher|description|main topic|subtopics
62610|10777|Marvelous Misadventures of Magnificent Madelaine|Kendra Lockhart||||The Green Lady Press||YFQ|
62613|63941|Mary America: First Girl President of the United States|Carole Marsh||||GALLOPADE INTL INC||YXFF|YFN
62624|63623|Masal Treni Cuf Cuf|Müjgan Seyhi||||Timas Cocuk||Y|
62626|13876|Maschinentod|Carmen Capiti||||Books on Demand||FHK|"FHK|FLP"
62641|69226|Matemáticas para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
62643|42905|Mates para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
62645|17185|Mathe spielend leicht verstehen: Das Einmaleins|Rosie Hore||||Usborne Verlag||YPMF|"5AH|YBL"
62668|56630|Max the Detective Cat: The Phantom Portrait|Sarah Todd Taylor||||Nosy Crow Ltd||YFCF|"YFB|YFP"
62672|61016|Maxwell's Mega Mission|Jayne Baldwin||||Curly Tale Books||YF|
62690|31652|Me and Earl and the Dying Girl (Revised Edition)|Jesse Andrews||||ABRAMS||YXLB|"YF|YXE|YXG"
62692|20439|Me and Mister P: Ruby's Star|Maria Farrer||||Oxford University Press||YFN|YFQ
62702|37248|Mederia 2|Sabine Schulter||||Books on Demand||FMB|
62703|65829|Mederia 3|Sabine Schulter||||Books on Demand||FMB|"5AQ|YFH"
62712|20981|Meechee's Top Secret Society|||||SIMON SPOTLIGHT||YFZZ|"YFD|YFQ"
62716|66573|Meet Miss Cupcake|Kathy Raiz||||LIGHTNING SOURCE INC||YFH|
62719|62068|Meet the Persevering Penguins and Pals|Moorea Friedmann, Betty Ng||||ARCHWAY PUB||YF|
62738|58879|Mein Anzieh-Stickerbuch: Astronauten|Struan Reid||||Usborne Verlag||YBG|"5AF|YBL"
62742|64949|Mein Anziehpuppen-Stickerbuch: Shopping Girls|Fiona Watt||||Usborne Verlag||YBG|"5AF|YBL"
62743|16372|Mein Anziehpuppen-Stickerbuch: Tänzerinnen|Fiona Watt||||Usborne Verlag||YBG|"5AF|YBL"
62746|74405|Mein Ausmal-Stickerbuch: Ninjas|Timo Grubing||||Ravensburger Verlag||YBG|"5AD|5JB|YBL"
62751|34600|Mein Babybuch|Beatrix Potter||||FISCHER Sauerländer||YBCS2|"5ABB|5HKA|5HKF|WZSN|YBL|YZG|YZS"
62754|1306|Mein Bibel-Mitmachbuch|||||Coppenrath F||YNVP|"5AJ|5HKM|5HKQ|5PGM|YBG|YBL|YNRX|YNVP"
62764|30209|Mein Ella-Freundebuch|Timo Parvela||||Hanser, Carl GmbH + Co.||YZG|"5AH|YBCH|YBG|YF|YXHB|YZG"
62773|23051|Mein Ferienrätselblock|||||Nelson||YBG|5AD
62777|13085|Mein Foto-Stickerspaß - Lieblingstiere|Eva Schindler||||Ars Edition GmbH||YBG|"5AC|YBG|YBLL|YNN"
62785|36125|Mein Immer-wieder-Stickerbuch: Ballett|Kirsteen Robson||||Usborne Verlag||YBG|YBL
62790|46002|Mein Immer-wieder-Stickerbuch: Pferde und Ponys|Kirsteen Robson||||Usborne Verlag||YBG|YBL
62794|50265|Mein Immer-wieder-Stickerbuch: Weihnachten|Kirsteen Robson||||Usborne Verlag||YBG|"5HPD|YBL"
62813|27146|Mein Lernblock für die Vorschule - Erste Buchstaben|Hannah Lang||||Ars Edition GmbH||JNLA|"5AF|YBG|YBLA|YBLB|YBLF"
62875|48731|Mein Streichel-Malblock Tiere|||||Ars Edition GmbH||YBGC|"5AC|YBG|YBLD|YBLL|YNA|YNN"
62881|73567|Mein Vorschul-Rätselspaß. Schulstart|||||Ellermann Heinrich Verlag||YBG|"5AF|YBL"
62889|44487|Mein Wisch-und-weg-Buch: Auf dem Bauernhof|Kirsteen Robson||||Usborne Verlag||YBG|"5AD|YBL"
62903|77847|Mein allererster Ausmalspaß. Von Punkt zu Punkt|||||Coppenrath F||YBGC|"5ABK|YBL|YNV"
62913|51544|Mein allererstes Nähbuch|Ina Andresen||||Frech Verlag GmbH||WFBW|"5|5A|5AF|5JA|5JB|WF|WFB|WFBW|Y|YB|YBG|YBL|YR|YRG"
62914|15214|Mein allererstes dickes Malbuch (Badeente)|||||Loewe Verlag||YBGC|"5ABK|YBLL"
62918|78433|Mein bunter Labyrinthe-Spaß: Tiere|||||Nelson||Y|5AD
62920|28967|Mein bunter Vorschulblock mit Schwungübungen|Eva Odersky||||Carlsen Verlag GmbH||YPCA2|"5AF|YBG|YBL|YPCA2"
62925|12714|Mein buntes Malbuch Weihnachten. 1, 2, 3... Weihnachts-Malerei|||||Tessloff||YBGC|"5AD|5HPD"
62926|76755|Mein buntes Malbuch Weihnachten. Rot, gold, pink - der Weihnachtsstern blinkt|||||Tessloff||YBGC|"5AD|5HPD"
62941|28173|Mein dicker fetter Zombie-Goldfisch: Frankie - Fischig, fies und untot|Mo O'Hara||||cbj||YFQ|5AJ
62962|48023|"Mein erstes Ausmalbuch ""Spielzeug"""|||||Trötsch||A|YB
62963|63265|"Mein erstes Ausmalbuch ""Tiere"""|||||Trötsch||A|YB
62966|43152|Mein erstes Basteln mit Papier|||||Edition XXL GmbH||YBL|5AG
62972|60270|Mein erstes Bildwörter-Stickerbuch - Natur|||||Edition Michael Fischer||YBG|YBL
62985|10488|Mein erstes Mal-mich-fertig-Buch|||||Coppenrath F||YBGC|"5AD|YBGC|YBL|YNV"
62993|41318|Mein erstes Papierflieger-Bastelbuch|||||Coppenrath F||YBG|"5AD|5JB|YBG|YBL|YNP"
62999|57376|Mein erstes Schiebe-Rate-Buch Wilde Tiere|||||Yo Yo Books||YBCB|YBL
63008|55351|Mein erstes Stickerbuch: Auf dem Weihnachtsmarkt|James Maclaine||||Usborne Verlag||YBG|"5AC|5HPD|YBL|YF"
63020|3737|Mein erstes Stickerbuch: Tiere|Jessica Greenwell||||Usborne Verlag||YBG|"5AC|YBL"
63027|14588|Mein erstes dickes buntes Malbuch ab 2|||||Ars Edition GmbH||YBG|"5AB|YBGC|YBL"
63033|34088|Mein funkelndes Stickerbuch: Meerjungfrauen|Fiona Watt||||Usborne Verlag||YBG|YBL
63043|18337|Mein großer Rätselspaß mit Jim Knopf|Michael Ende||||Thienemann||YBG|"5AG|YBL|YZS"
63045|3870|Mein großer Tieratlas|||||Ullmann Medien GmbH||YBCS|"5AH|YBL|YNN|YRW"
63047|23386|"Mein großes ""Ich kann zeichnen!""-Buch"|Fiona Watt||||Usborne Verlag||YBG|"5AF|YBL"
63058|47057|Mein großes Kritzkratz-Set - Einhörner|||||Ars Edition GmbH||YBG|"5AF|5JA|YBL|YFJ"
63062|22013|Mein großes Mal- und Stickerbuch zur Bibel|Juliet David||||Neukirchener Verlag||YNR|"5AC|QRM|YBGC|YFK|YNR"
63070|21198|Mein großes Schreibübungsbuch|||||Ars Edition GmbH||YBL|"5AF|4CA"
63083|43797|Mein kleines Malbuch Weihnachten. Christkind, Sterne, Geschenke|||||Tessloff||YBGC|"5AC|5HPD"
63084|41670|Mein kleines Malbuch Weihnachten. Plätzchen, Rentier, Nikolaus|||||Tessloff||YBGC|"5AC|5HPD"
63085|76929|Mein kleines Tier-Lexikon - Der Igel|Hannah Kastenhuber||||klein & groß Verlag||YNN|"5AC|YBL"
63093|74380|Mein liebster Rätselblock ab 7 Jahren|||||Ravensburger Verlag||YNVP|"5AH|YBL"
63104|50561|Mein schönster Krickel-Kratz-Malblock. Im Zauberwald|||||Arena Verlag GmbH||YBG|"5AF|YBL|YZ"
63109|56393|Mein starker Schulstartblock - Kombinieren und Konzentration|Roland Volk||||Loewe Verlag GmbH||YPCA2|"5AG|5HKB|5JA|5JB|4CD|YBG|YBL|YNVP|YPCA2"
63115|72840|Mein superduper Lernspielblock|||||Edition Michael Fischer||YPCA22|"YB|YBL|YBLA|YBLB|YBLC|YBLF|YBLH|YP|YPC|YPCA|YPCA1|YPCA2|YPCA22|YPCA23|YPM|YPMF|YPMF1"
63121|33641|Mein zauberhaftes Glitzermalbuch - Tiere|||||Loewe Verlag GmbH||YBLD|"5AC|5JA|WD|WFTM|WFX|YBLD|YBLH|YBLL|YZG|YZS"
63131|9140|Meine Freunde (Pirat)|||||Loewe Verlag GmbH||YBLN1|"5AF|5AG|5JA|5LB|4CD|1QS|CBV|DNC|WDH|YBL|YBLD|YBLN1|YNHA1|YNNB1|YZG"
63132|28312|Meine Freunde (Rennautos)|||||Loewe Verlag GmbH||YNTR|"5AG|5JB|4CD|CBV|DC|DNC|SMFA|SMFC|WDH|YBG|YBLA|YBLH|YZG"
63133|12829|Meine Freunde (Sternenkrieger); .|||||Loewe Verlag|||"5AG|5JA|5JB|5LB|4CD|ATMN|CBV|DNC|PGK|PGM|WDH|Y|YBL|YBLA|YBLH|YNNZ|YZ"
63142|17034|Meine Freunde, mint; .|Christine Hippelein||||What Leo Loves||Y|
63143|66542|Meine Freunde, rosa; .|Christine Hippelein||||What Leo Loves||Y|
63146|73983|Meine Freundin Conni: Kunterbunter Mitmach-Spaß - Natur-Bastelbuch|Laura Leintz||||Carlsen||YBG|"5AC|YBLL"
63149|55767|Meine Kindergarten-Freunde (Ballerina)|||||Ars Edition GmbH||YBG|"5AC|5JA|YBG|YBL|YXHB|YZG|YZS"
63151|50973|Meine Kindergarten-Freunde (Meermädchen)|||||Loewe Verlag GmbH||YBLN1|"5AF|5LB|4CA|1QS|CBV|DNC|FJN|JNLA|YBGC|YBLA|YBLD|YBLH|YBLN1|YNNB1|YNNS|YNXB6|YZ|YZG"
63166|28327|Meine Oma lebt in Afrika|Annelies Schwarz||||Beltz GmbH, Julius||YF|"5AJ|1H"
63168|17345|Meine Schulfreunde, blau; .|||||Loewe Verlag|||"5AG|5JA|5JB|5LB|4CD|CBV|DNC|DND|JNLA|SKL|WDH|WNGH|YBG|YBL|YBLA|YBLB|YBLC|YBLD|YBLH|YBLM|YBLN|YBLN1|YNNJ24|YXHB|YZ"
63175|28824|Meine allererste Bibliothek|Eric Carle||||Gerstenberg Verlag||YBL|"5ABK|5AC"
63186|18969|Meine glitzernde Stickerwelt: Feen|Kirsteen Robson||||Usborne Verlag||YBG|YBL
63191|32325|Meine hasenstarken Frühlingsrätsel|||||Ars Edition GmbH||YBG|"5AD|5HPF|5HRA|4CA"
63192|73024|Meine kleine Stickerwelt: In der Stadt|Felicity Brooks||||Usborne Verlag||YBG|"5AC|YBL"
63193|20176|Meine kleine Stickerwelt: Lastwagen|Felicity Brooks||||Usborne Verlag||YBG|"5AC|YBL"
63218|10280|Melonhead and the Big Stink|Katy Kelly||||YEARLING||YXHB|YFQ
63226|26091|Menace sur l'Opale|Mohamed Bachkat||||Books on Demand||FL|3MR
63229|67541|Menschen|Peter Spier||||Thienemann||YBCS|"5|5A|5AD|5AF|YB|YBC|YBL|YP|YX|YXN|YXZ"
63231|36421|Mentira - Stadt der Lügen|Christina Hiemer||||Hawkify Books||FB|
63233|23162|Mentira 2: Stadt der Verstoßenen|Christina Hiemer||||Carlsen Verlag GmbH||FMR|"5AQ|5AX|5JA|6FG|FMR|FRT|YFHR|YFM"
63239|63763|Mercury|Castello Gilbert||||Xlibris US||FM|
63273|51150|Mi Amigo Americano|Catalina Lehmann||||Trafford Publishing||YFB|
63278|68944|Mi Primer Libro de Manualidades|||||SUSAETA PUB||YBG|YNV
63312|37223|Middlegame|Seanan Mcguire||||TOR BOOKS||FMT|FL
63323|20950|Midnight Breed 07. Gezeichnete des Schicksals|Lara Adrian||||LYX||FBA|"5JA|1KBB|FB|FBA|FMR|FP|FR|FRD|FRT|3MRB"
63334|12618|Midwinter Chroniken|Oliver Szymanski||||Books on Demand||FM|
63337|77115|Mighty Truck: Zip and Beep|Chris Barton||||HARPERCOLLINS||YFQ|
63347|5506|Milagro En La Escuela Monty|Mary Monroe||||Palibrio||YFS|
63348|19475|Milchmädchen|G. R. Gemin||||Carlsen Verlag GmbH||YFB|"5AN|4CL|1DDU-GB-W|YFB|YXF|YXHB|3MRBF"
63353|63906|Miles Between|Mary E Pearson||||St. Martins Press-3PL||YFB|YX
63359|24394|Millions|Frank Cottrell Boyce||||HARPERCOLLINS||YFQ|"YFC|YFN"
63383|30912|Miniatures littéraires enchantées|Svétoslava L. Prodanova-Thouvenin de Strinava||||Books on Demand||FMM|
63418|75536|Mirror Magic (My Magical Life book 3)|Zach King||||Penguin Random House Children's UK||YFC|"5AJ|YFH|YFQ|YFS"
63424|45298|Miss Happiness and Miss Flower|Rumer Godden, Gary Blythe||||PAN MACMILLAN||YFA|YFT
63429|40864|Miss-Sire|Benjamin Lewis Greig||||Xlibris||FL|
63467|27799|Mitt navn er Basse|Dirk Rosin||||BLURB INC||YF|
63477|15453|Modedesign to go|Fiona Watt||||Usborne Verlag||YBG|"5AH|YBL"
63488|49743|Molly and the Night Monster|Christopher Wormell||||Penguin Random House Children's UK||YFA|
63493|33607|Mom, There's a Dinosaur in Beeson's Lake|Trudi Trueit||||ALADDIN||YFQ|YFR
63496|42012|Moment of Truth|J. Y. Lilly||||FriesenPress||FM|
63497|42904|Mommy Do My Hair|Yesenia Hernandez||||SEND THE LIGHT INC||YFZR|1KBB
63499|47698|Mommy, I Snarted!|Gabrielle Grande||||PAGE PUB||YF|
63500|64455|Monarch Mystery: A Butterfly Researcher's Journal|J. A. Watson||||JOLLY FISH PR||YFP|YFS
63502|20931|Mondherz|Christiane Spies||||Droemer/Knaur||FMH|"1DTH|FBA|FMR|VXQM2|3KLY"
63504|33572|Mondstaub und Sonnenstürme|Maja Köllinger||||Drachenmond-Verlag||FMR|"FMX|FN"
63510|7232|Monica Plum's Horrid Problem|Margot Sunderland||||Taylor & Francis Ltd||YFN|YXF
63511|75120|Monkey Trouble|||||ALBERT WHITMAN & CO||YFCF|
63539|13803|Monster-Archipel 5|Lars Kronenberger||||united p.c. Verlag||FB|
63541|45893|Monsterhandbuch 5 Taschenbuch|Jason Buhlmann||||Ulisses Spiel & Medien||WDHW|"FMB|WDHW"
63557|71938|Moon Chosen: Tales of a New World|P. C. Cast||||GRIFFIN||YFH|
63558|18557|Moon Over Tennessee: A Boy's Civil War Journal|Craig Crist-Evans||||HOUGHTON MIFFLIN||YFT|
63560|40588|Moon Spun|Marilee Brothers||||Bell Bridge Books||YFH|
63571|18068|Moonsong|L. J. Smith||||HARPERCOLLINS||YFH|YFM
63575|64741|Moore or Less|Rene Eli Dwa||||Xlibris||FJ|FL
63586|60070|More Than We Can Tell|Brigid Kemmerer||||Bloomsbury UK||YXQ|"5AQ|YFB|YFM"
63593|36658|Moritz und der liebe Gott|Johann Hinrich Claussen||||dtv Verlagsgesellschaft||YNRM|"5AN|YFB|YFM|YNRM"
63598|78752|Mortal Engines 2. Predator's Gold|Philip Reeve||||Scholastic Ltd.||YFG|"5AL|YFH"
63604|27707|Mortality Doctrine 1: The Eye of Minds|James Dashner||||Random House Children's||YFCB|"5AN|YFG|YFH"
63609|41169|Mosquito Bite|Andrew V. Solien||||University of Papua New Guinea Press||YFB|"1M|YNM"
63611|38919|Mossflower: A Tale from Redwall|Brian Jacques||||PUFFIN BOOKS||YFH|"YFC|YFP"
63629|70002|Moving Day!|Robert Munsch||||SCHOLASTIC CANADA LTD||YFN|YFQ
63633|8238|Mphaka Wamphamvu Zochiritsa: Chicheva Edition of The Healer Cat|Tuula Pere||||WICKWICK LTD||YFC|YFP
63634|18495|Mr Lemoncello's Great Library Race|Chris Grabenstein||||Penguin Random House Children's UK||YFCF|"YFG|YFH|YFQ"
63638|71952|Mr Tumnal|T E Shepherd||||Shepline Words||FMW|
63641|29063|Mr. Beesley's Lucky Escape|Ann E. Cafferty||||AUTHORHOUSE||YFH|
63644|13302|Mr. Fenton|Chester Thompson||||AuthorHouse||YFG|
63645|12788|Mr. Grumpy|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63646|48198|Mr. Lazy|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63648|40888|Mr. Nobody|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63653|16227|Mr. Stingy|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63654|31238|Mr. Strong|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63655|52297|Mr. Tall|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63657|69743|Mr. Worry|Roger Hargreaves||||PRICE STERN SLOAN INC||YFQ|
63660|3747|Ms. Lagrange Is Strange!|Dan Gutman||||HARPERCOLLINS||YFS|YFQ
63662|40937|Mucker & Rosine|Kristina Andres||||Beltz GmbH, Julius||YF|5AG
63664|30963|Mudball|Matt Tavares||||CANDLEWICK BOOKS||YFR|
63667|30320|Mufaro's Beautiful Daughters|John Steptoe||||Penguin Random House Children's UK||YFB|"5AF|YXN"
63672|72641|Multiplication Facts That Stick|Kate Snow||||Peace Hill Press||YBLC|YPMF
63690|5970|Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 4|Rifujin Na Magonote||||Seven Seas Entertainment, LLC||XADC|YFB
63702|39560|My Arch-Enemy Is a Brain In a Jar|David Solomons||||Nosy Crow Ltd||YFC|"YFH|YFQ"
63703|14319|My Baby, My Doll / Mi Nina, Mi Muneca|Luvy Bravo-Nuanes||||White Bird Publications||YFJ|
63720|22475|My Daddy Angel: A Comforting Bedtime Story for Little Ones Who Are Missing Daddy and Those Special M|Kelita L. Reynolds||||LIFERICH PUB||YFK|
63726|1293|My Fangtastically Evil Vampire Pet|Mo O'Hara||||SQUARE FISH||YFD|"YFQ|YFR"
63729|44195|My Father's Scar|Michael Cart||||Simon & Schuster Books for Young Readers||YFB|YXW
63738|73069|My First Macedonian Alphabets Picture Book with English Translations: Bilingual Early Learning & Eas|Nikita S||||LIGHTNING SOURCE INC||YPCA23|"YBLA|YPCK"
63745|20851|My First Touch-and Feel: Colours|Virginie Graire||||Auzou||YBLD|
63751|52542|My Heart Is a House|Stacey Rawlings||||CHRISTIAN FAITH PUB INC||YFK|
63754|1143|My Interview With a Fairy|Lauresa A. Tomlinson||||LIGHTNING SOURCE INC||YFJ|
63760|1298|My Life as an Alphabet|Barry Jonsberg||||Allen & Unwin||YFB|
63763|72428|My Little Pony Ponyville Mysteries|Christina Rice||||Idea & Design Works||XADC|YF
63764|27588|My Little Pony Twilight's Kingdom|Meghan McCarthy, Jonathan Gray, Thad Komorowski, J||||Idea & Design Works||XADC|YF
63765|71877|My Mom is Awesome (Greek book for kids)|Shelley Admont, Kidkiddos Books||||KidKiddos Books Ltd.||YFN|YXF
63767|76390|My Mom is an Octopus|Nellie Emrani||||FriesenPress||YFQ|
63769|11214|My Mommies and Me|Md Annie Casta||||Austin Macauley||YFB|"5PS|YXB"
63771|22339|My Name Is Flossy|Suzanne Wallace||||Xlibris US||FM|
63782|9745|My Senpai Is Annoying Vol. 1|Shiromanta||||Seven Seas Entertainment, LLC||XADC|YF
63783|21191|My Smoky Bacon Crisp Obsession|J.A. Buckle||||Curious Fox||YFB|5AN
63784|57781|My So-Called Superpowers|Heather Nuhfer||||Palgrave USA||YFQ|
63795|36306|My Weird School #9: Miss Lazar Is Bizarre!|Dan Gutman||||HARPERCOLLINS||YFS|YFQ
63804|40264|MyFirst Book of Hindi Words|Katy R. Kudela||||Coughlan Publishing||YBLA|2BMH
63816|46805|Mystery in the Sand|Gertrude Chandler Warner||||ALBERT WHITMAN & CO||YFCF|
63821|12097|Mystical Vapors|Aiesha Warner||||AuthorHouse||FM|
63822|31446|Mystify|Artist Arthur||||KIMANI PR||YFH|1KBB
63850|71934|NINJA|Chris Bradford||||cbt||YFC|"5AN|5AR|1FPJ"
63861|25788|Nach Dunkelheit kommt Licht|Helea Hammerschmitt||||Books on Demand||FM|
63866|61575|Nachtwind|Megan Dearing||||Sieben-Verlag||FMR|
63894|73221|Native Silver|Blake Hausladen||||Rook Creek LLC||FMB|
63896|48520|Natural Disasters|Mary Meinking||||POP||YNNV|"YBL|YNT"
63899|67405|Navajo Long Walk|Nancy M. Armstrong||||Roberts Rinehart||YFU|
63900|61346|Navy Boys Behind the Big Guns (WWI Centenary Series)|Halsey Davidson||||Last Post Press||YFT|YNJ
63906|36235|Nebador Book Four|J. Z. Colby||||Nebador Archives||FL|
63908|7973|Necromunda - Blaues Blut|Gordon Rennie, Will McDermott||||Black Library||FLPB|"FL|FLPB|FLQ|FLS"
63918|51433|Nel deserto della notte|Claudio Ceriani||||LIGHTNING SOURCE INC||FMT|
63923|23233|Nelly and the Quest for Captain Peabody|Roland Chambers||||Oxford University Press||YFC|"4Z-GB-ACJ|YFQ"
63957|65662|Neverworld Wake|Marisha Pessl||||Scholastic Ltd.||YFD|"5AP|YFH"
63958|32591|Neville the Imagination Wizard|Tanya Latter||||Austin Macauley||YFH|
63962|67547|New Fire|David J. Peace||||Lulu.com||FL|
63989|5289|Nickel und Horn: Zwei Detektive mit Durchblick|Florian Beckerhoff||||Carlsen Verlag GmbH||YFCF|"5AF|YB|YFCF"
63992|67037|Nico Bravo and the Hound of Hades|Mike Cavallaro||||FIRST SECOND||YFJ|
63998|45078|Night Falls|Joseph Eastwood||||Lulu.com||FMT|
64002|21598|Night School: Resistance|C. J. Daugherty||||Little, Brown Book Group||YFCB|"5AN|YFCF"
64019|14289|Nikki on the Line|Barbara Carroll Roberts||||Little, Brown & Company||YFN|"YFR|YFS"
64023|23086|Nimmeryána 2|Samuel R. Delany||||Golkonda Verlag||FMB|"5PS|1KBB-US-NAK|3MPQ"
64024|10320|Nimona|Noelle Stevenson||||Harper Collins Publ. USA||XADC|"5AP|YFH|YFQ"
64025|42873|Nimue Alban 17: Kampf um Safehold|David Weber||||Lübbe||FLR|"1Z|FDB|FLP|FLQ|FLR|FLS"
64033|26403|Nine Ghosts|R. H. Malden||||BENEDICTION CLASSICS||FM|
64065|32036|No Rules for Rex!|Daisy Alberto||||KANE PR||YF|
64068|70521|No Turning Back|Beverley Naidoo||||Penguin Books Ltd (UK)||YFB|"5AN|1HFMS|YXN|YXZ"
64072|68601|No, I Don't Want to Play Today|Jones Brenda||||Strategic Book Publishing & Rights Agency, LLC||YXQF|YFB
64093|60616|Nora, The Ape-Woman|Felicien Champsaur||||Hollywood Comics||FL|
64099|29578|Norman the Norman and the Very Small Duchess|Philip Ardagh||||Barrington Stoke Ltd||YFC|
64105|31617|Not One Survived|Robert Franklin Jackson||||Xlibris US||FM|
64108|77057|Not Yet!|Janel Reid||||PLEASANT WORD||YFK|
64119|46647|Not the End of the World|Geraldine McCaughrean||||Oxford University Press||YFC|"5AN|YFT"
64126|22436|Nothing Ever Happens Here|Sarah Hagger-Holt||||Usborne Publishing||YXHL|"YFB|YFN|YXF"
64129|78945|Notizbuch mit Extras - Pferdefreunde - My Handlettering Journal|||||Coppenrath F||YBCH|"5JA|WFU|YBCH|YBG|YBL|YZS"
64132|61370|Notoriously Nefarious|Sergio Black, Td. Writer||||Lulu.com||FL|
64136|44861|Novellen aus dem Powder-Mage-Universum: Das Feuer der Revolution|Brian McClellan||||Cross Cult||FM|
64137|9128|Novye skazki iz Luganska|Anatolij Mihajlov||||YAM||FB|
64143|54337|Now We Can See the Moon|Berit Ellingsen||||Snuggly Books||FJ|FL
64154|30738|Nuclear Distraction|Chris Everheart||||Capstone Global Library Ltd||XADC|YF
64171|3198|Numbers Spanish/English|Editor||||GARDNER MEDIA LLC||YBL|
64174|38845|Nun Too Soon|Robert Jackson||||Xlibris US||FM|
64175|6844|Nunca, Nunca 2 = Never, Never|Colleen Hoover||||PLANETA PUB||YFM|
64182|39600|Nwa mba ogworia: Igbo Edition of The Healer Cat|Tuula Pere||||WICKWICK LTD||YFC|YFP
64212|13471|OPERATION AMAZONAS|William Meikle||||LUZIFER-Verlag||FKM|"1KLSB|FKM|FLR|FMW"
64213|31614|OPERATION ANTARKTIKA|William Meikle||||LUZIFER-Verlag||FKM|"FKM|FLR|FMW"
64246|46039|Odd Girl Out|Melody Carlson||||WhiteSpark||YXHB|"5PGM|YFK"
64251|41202|Odisea|Homer||||ALGAR EDIT||YF|
64254|72353|Of Blood and Bone|Nora Roberts||||Little, Brown Book Group||FBA|FL
64261|52407|Off Beat (Graphic Reluctant Reader)|Chloe Lewis||||Maverick Arts Publishing||XADC|"5AR|YF"
64267|22760|Off to School|Penelope Dyan||||Bellissima Publishing LLC||YFQ|
64271|42137|Oh, the Thinks You Can Think]|Dr Seuss||||TURTLEBACK BOOKS||YBLA|YFA
64272|33107|Ohne dich kein Sommer|Jenny Han||||dtv Verlagsgesellschaft||YFM|"5AN|1KBB-US-NAKL|YXG"
64274|38333|Okernebel|Sonja Duska, Nicole Kudelka, Stefan Lammers, Cel S||||Books on Demand||FMX|"1DFG-DE-VN|FYB"
64305|66484|Omorphi|C. Kennedy||||Dreamspinner Press LLC||YFB|"5PS|YXB"
64313|44689|On the Edge|Lesley Strutt||||INANNA PUBN||YXW|YF
64334|51108|One City, Two Brothers: A Story from Jerusalem|Chris Smith||||BAREFOOT BOOKS||YFJ|
64337|21547|One Day, Forty Nights|Robert Wekamp||||iUniverse||FLS|
64342|55275|One Hundred|Philip K. Dick, Ray Bradbury, Isaac Asimov||||Positronic Publishing||FJ|FL
64343|48246|One Impeccable Ponytail|Alica Martwick||||Alica C. Martwick||YFQ|
64345|6079|One Is a Snail, Ten Is a Crab|April Pulley Sayre, Jeffrey Sayre||||Walker Books Ltd||YBLC|5AC
64349|62045|One Monday Morning|Uri Shulevitz||||SUNBURST BOOKS||YF|
64350|57126|One Night|Melanie Florence||||JAMES LORIMER||YXPB|"1KBC|YF|YXQD"
64353|56270|One Shoe Lou|John Henneman||||Christian Faith Publishing, Inc||YFK|"5PGM|YXZ"
64358|16677|One Week Friends, Vol. 1|Matcha Hazuki||||Little, Brown & Company||YNUC|"5AP|YFM"
64362|55953|One of the Survivors|Susan Shaw||||MARGARET K MCELDERRY BOOKS||YXE|"YF|YXQ"
64366|49651|Onion John|Joseph Krumgold||||HARPERCOLLINS||YXHB|YFA
64369|47329|Onkel Hanni, Band 4|Günter Leers||||epubli||FV|
64381|8444|Operation D3|P. F. Donato||||Page Publishing, Inc||FLQ|
64382|21485|Operation Redwood|S. Terrell French||||ABRAMS||YFP|
64383|18417|Operation VZ|Erich Taps||||Books on Demand||FLP|
64384|67396|Operation: Huttlet|||||PERFECTION LEARNING CORP||YFG|
64394|41311|Optische Täuschungen|||||Ars Edition GmbH||YNV|"5AJ|WDJ|YBG|YNV"
64398|874|Oracles of Eden|Michael Zadai||||LifeRich Publishing||FM|"5PGM|FW"
64402|71689|Orca in Open Water|Emma Carlson Berne||||Capstone Global Library Ltd||YFB|"5AJ|YFP"
64404|57656|Orcus Gammeus|Leonie Halter||||Books on Demand||FM|
64419|78535|Ork-Saga 1: Zwei Brüder|Michael Peinkofer, Jan Bratenstein||||Cross Cult||XQB|"FM|XA|XQB|XQM"
64440|71108|Ostrich Boys|Keith Gray||||RANDOM HOUSE||YXHB|"YF|YXG"
64441|60128|Ostwind 02 - Rückkehr nach Kaltenbach|Lea Schmidbauer, Kristina Magdalena Henn||||cbj||YFM|"5AL|YFM|YFP"
64450|14849|Ottoline Goes to School|Chris Riddell||||Pan Macmillan||YFB|
64453|75650|Oughtism|Link Bittor||||Xlibris US||FM|
64474|53718|Out of Deepest Africa---Another of Ben's Big Adventures---For Boys Only (R)|Penelope Dyan||||Bellissima Publishing LLC||YNNB2|YFP
64488|4507|Outlaw Bodies|Lori Selke, Djibril Al-Ayad||||Futurefire.net Publishing||FL|
64496|31310|Outside in|Maria V. Snyder||||HARLEQUIN SALES CORP||YFH|
64502|40833|Overlook|Jon Mollison, Thomas Plutarch||||Silver Empire||FL|
64503|76117|Overtaken|R W K Clark||||Clarkltd||FLU|
64507|29250|Owarimonogatari, Part 3|Nisioisin||||Vertical, Inc.||YFB|
