itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
26737|El Cuento de Zisha: Una Historia de la Navidad Y La Pascua||Mary Ann Archer|||||AK CLASSICS||||YF| 5HPD 5HPF                              ||||
41769|El Desastroso Max Crumbly: Que Asco de Dia = The Misadventures of Max Crumbly: Locker Hero||Rachel Renee Russell|||||NOGUER||||YXHB| YFQ                               ||||
52054|El Guardia||Peter Hertzberg|||||Blurb||||YFB|                                ||||
57758|El Libro de Los Palos: Un Monton de Cosas Que Construir y Hacer Con Palos||Jo Schofield, Fiona Danks|||||EDICIONES RODENO||||YNPH| VFX                              ||||
57184|El Loro Tico Tango = The Parrot Tico Tango||Anna Witte|||||BAREFOOT BOOKS||||YFP|                                ||||
43091|El Mejor Regalo del Mundo: La Leyenda de La Vieja Belen (Bilingual Edition) / The Best Gift of All: ||Julia Alvarez|||||LOQUELEO||||YFJ| 1KL                               ||||
73462|El niño del rifle y la hada salvadora: El cuento de un niño inteligente||Jaime Bedoya Martínez|||||INDEPENDENTLY PUBLISHED||||YFC|                                ||||
"10980|46948"|El Patrimonio||Sue Mydliak|||||BLURB INC||||FM| FR                               ||||
19836|El Porquerizo|||||||COMBEL EDICIONES EDIT ESIN||||YFJ|                                ||||
43935|El Raton Perez||Marisabel Gallastegui Kutz|||||Palibrio||||YFB|                                ||||
56595|El Trébol de María||Nila E Sturlin|||||Outskirts Press||||YNNH| YFP                               ||||
74487|Elantris: Tenth Anniversary Author's Definitive Edition||Brandon Sanderson|||||TOR BOOKS||||FMB|                                ||||
18679|Eldritch Tales: A Miscellany of the Macabre||H. P. Lovecraft|||||GOLLANCZ||||FMT| FK FYB                              ||||
68915|Electrician Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This Fu||Electrician Notebook|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
71646|Electrician? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Colleag||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
65718|Elefantes Libro Para Colorear||El Blokehead|||||Blurb||||YFB|                                ||||
66612|Element||Sven Schröter|||||Books on Demand||||FM| 5AX 1DX 3CT DE A                             ||||
52100|Element Girls||Giulietta M Spudich|||||Handersen Publishing||||YFH|                                ||||
47631|Elemente||M. Wolff|||||Brighton Verlag GmbH||||F|                                ||||
46334|Elements||Raymond Henri|||||BHC PR||||FMB| FL                               ||||
1855|Elements||Kate Fuentes|||||AuthorHouse||||FM|                                ||||
1630|Elements||Grace Snow, Jack Wilde|||||iUniverse||||FMB|                               ||||
15187|Elements 1||Sky Lyn Torden|||||Books on Demand||||FM|                                ||||
72533|Elf Girl and Raven Boy: Creepy Caves||Marcus Sedgwick|||||Hachette Children's Group||||YFB|                                ||||
54490|Elf Girl and Raven Boy: Fright Forest||Marcus Sedgwick|||||Hachette Children's Group||||YFH| 5AJ                               ||||
76858|Elf Girl and Raven Boy: Monster Mountains||Marcus Sedgwick|||||Hachette Children's Group||||YFH| 5AK                               ||||
7813|Elinka's World: And Other Verses by Elinka (Little Ellen)||Ellen Hajek|||||CHRISTIAN FAITH PUB INC||||YDP| YFK                               ||||
53576|Eliza's Freedom Road: An Underground Railroad Diary||Jerdine Nolen|||||PAULA WISEMAN BOOKS||||YFT| 1KBB                               ||||
56725|Ellfs' Enchantments: Ellfaerran Diaries Book Two|||||||PETER LANG||||FMH| FN                               ||||
64032|Ellie||Dan Marsee|||||iUniverse||||FM|                                ||||
32338|Elohim||Kerry L. Barger|||||Lulu.com||||FL|                                ||||
71813|Elon||Tracey Turner|||||David Fickling Books||||YFY| YNM YNT                              ||||
47989|ELONA||Steve Turnbull|||||Tau Press Ltd||||FMB|                                ||||
54610|Elpida||C. Kennedy|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
69340|Elsa & The Watch Frog||Lynne P Davine|||||Lynne Davine||||YFJ|                                ||||
64918|Elsen aus Sandland||Julia Meumann|||||Autumnus Verlag||||YF| 5AF 5AG                              ||||
53556|Elsie Frankenstein and the Case of the Disappearing Dogs: Monster Kid Detective Squad #1||Kc Chambert|||||LIGHTNING SOURCE INC||||YFD|                                ||||
890|Elua na'i-Zwei Wege||Sonja Girisch|||||Books on Demand||||FLP| 5AN 5PB US E FRM                             ||||
16977|Elucidating Alice: A Textual Commentary on Alice's Adventures in Wonderland||Lewis Carroll|||||EVERTYPE||||YFA| YFH                               ||||
62864|Ember Quartet (4) -- Untitled Book 4||Sabaa Tahir|||||Harper Collins Publ. UK||||FMR|                                ||||
58146|Embers||Brock Aaron Mays|||||Brock Mays||||FM|                                ||||
28321|Embers & Ash||T. M. Goeglein|||||SPEAK||||YFCF| YFH                               ||||
17634|Emerald Child||Karen Hughes|||||Kalika Magic||||YFH|                                ||||
3172|Emerald Islands||Benjamin Towe|||||AuthorHouse||||FMB|                                ||||
"68549|66283"|Emergence||Ellie Beals|||||Tellwell Talent||||FXM|                                ||||
61667|Emily Sparkes and the Competition Calamity||Ruth Fitzgerald|||||Hachette Children's Group||||YFB|                                ||||
6031|Emily Windsnap and the Siren's Secret||Liz Kessler|||||Hachette Children's Group||||YFH|                                ||||
57981|Emissary||E. B. Brooks|||||E.B. Brooks||||FJ| FL                               ||||
70270|Emma's Journal: The Story of a Colonial Girl||Marissa Moss|||||HARCOURT BRACE & CO||||YFX| 1KBB YFT                              ||||
44041|Emmeline||Haydn Kaye|||||David Fickling Books||||YFY| 5AF YNH YNM                             ||||
13191|EMOJI HEART EYES UK/E||Puffin|||||PENGUIN GROUP||||YFQ|                                ||||
19678|Empath||S. Usher Evans|||||Sun's Golden Ray Publishing, LLC||||FMW|                               ||||
13078|Empire||A D Starrling|||||AD STARRLING||||FM|                                ||||
33195|En'a Vardo|||||||EURL Pilgrimage Publications||||YFJ|                                ||||
66676|Enchanted||Alethea Kontis|||||GRAPHIA BOOKS||||YFJ| YFM                               ||||
55111|Enchanted||S. L. Menear, D. M. Littlefield|||||LIGHTNING SOURCE INC||||YFJ|                               ||||
25647|Enchanted Kingdom of Niahm||Susan Hookway|||||AuthorHouse UK||||FM|                                ||||
"13673|78901"|Encounter||Jane Yolen|||||HARCOURT BRACE & CO||||YFT| 1KBB                               ||||
26545|Encyclopedia Brown and the Case of the Sleeping Dog||Donald J. Sobol|||||BANTAM JUVENILE||||YFCF|                                ||||
31124|Endangered||Lamar Giles|||||HARPERCOLLINS||||YFCF|                                ||||
60301|Endgame||Chris Ryan|||||Penguin Random House Children's UK||||YFB|                                ||||
47490|Endgame||Malorie Blackman|||||Penguin Books Ltd (UK)||||YFM| 5AN YFN YXF YXN                            ||||
59795|Ending Eden: The Pending Fate of Humanity||Michaelandre McCoy|||||OUTSKIRTS PR||||FMH| FB FV                              ||||
47181|Enemies||Francis Adam Kenmore|||||Xlibris US||||FL|                                ||||
75764|Enemy: The Third Book of the Seven Eyes||Betsy Dornbusch|||||NIGHT SHADE BOOKS||||FMB| FMT                               ||||
47981|English - Alphabet Age 3-5||Letts Preschool|||||Letts Educational||||YBLA| 4Z GB ACA                               ||||
31128|English - Writing Age 3-5||Letts Preschool|||||Letts Educational||||YBL| 4Z GB ACA                               ||||
6857|English & Hindi Alpha Rhymes: ( Sign-in with Nature)||Pradeep Kumar Agrawal|||||HARPERCOLLINS 360||||YBLA|                                ||||
33167|English and Spanish Crossword Puzzles for Kids: (kids Ages 6-9 Learn English or Learn Spanish and Ha||Woo! Jr. Kids' Activities|||||DRAGONFRUIT||||YBLA| YBLD YBLJ                              ||||
71519|Enigma||Wynant D. Vanderpoel|||||Xlibris||||FMW|                                ||||
32298|Enigma||Mason Sabre|||||Lulu.com||||FM|                                ||||
52365|Enigmas||Larissa Caroline|||||Lulu.com||||YFB|                                ||||
45204|Enlightened||Lauren Eckhardt|||||Burning Soul Press||||YFG| 5PGM YFH YFK                             ||||
1271|Enseña a tu Dragón a Hacer Amigos: (Teach Your Dragon To Make Friends) Un lindo cuento infantil para||Steve Herman|||||LIGHTNING SOURCE INC||||YXHB| YF                               ||||
6987|Ensenanzas de Wilin||Wilson Carrillo|||||Palibrio||||YFB|                                ||||
20999|Entdecke die Natur||Anna Brett, Penny Worms|||||Ullmann Medien GmbH||||YNVP| YBL                              ||||
52454|Enter||Erik L. Welchoff|||||Welchoff Originals||||FLR|                                ||||
67344|Enthymesis - Phalansterium. Bd.1||Matthias Falke|||||Begedia||||FLS|                                ||||
52955|Entrepreneur Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. Ex||Thithiaentrepreneur|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
72834|ENVY|||||||BlackHarePress||||FM|                                ||||
57094|Epic Fantasy Short Stories||Philippa Semper, Brian Bogart|||||FLAME TREE PUB||||FM|                               ||||
58778|Epinephrine: A Superhero When Allergies Get Serious!||Heather Epps|||||LIGHTNING SOURCE INC||||YBLN1| YF                               ||||
3840|Equilibrium||Glynn Stewart|||||Faolan's Pen Publishing Inc.||||FLS|                                ||||
13573|Equinox||Dirk Strasser|||||Chimaera Publications||||FMB|                                ||||
63536|Equites||Eric Nierstedt|||||iUniverse||||FMW|                                ||||
40748|ERA||Roger Rehberg|||||Page Publishing, Inc||||FLU|                               ||||
47069|Erased||Jennifer Rush|||||LITTLE BROWN & CO||||YFC| YFM                               ||||
20448|Erden||Philip Cook|||||Westbow Press||||FMB|                                ||||
75813|Erhebung||Stephen King|||||Heyne Verlag||||FMM| 1KBB 1KBB US NEI F FMM FXL 3MRB                          ||||
28838|Eric & Julieta: 'dónde Está Eric? / Where Is Eric? (Bilingual): (bilingual)||Isabel Munoz, Isabel Muñoz|||||SCHOLASTIC||||YF|                               ||||
31274|Eric & Julieta: Es Mío / It's Mine (Bilingual): (bilingual)||Isabel Munoz, Isabel Muñoz|||||SCHOLASTIC||||YFN|                               ||||
49977|Erica's Tripod||Cynthia Fabian|||||Strategic Book Publishing & Rights Agency, LLC||||YFB| YXK                              ||||
43595|Erinnern||Anna Donig|||||Ullstein TB||||FMX| FMB FRD FRM VXQ                            ||||
54571|Erinnerung||Stephanie Eos|||||TWENTYSIX||||FMR|                                ||||
22101|Erinnerungsalbum - Meine Konfirmation (klein)|||||||Coppenrath F||||YZS| 5HKQ 5PGM YBG YBL                            ||||
21318|Erinnerungsalbum - Meine Taufe|||||||Coppenrath F||||WZS| 5HKA 5HKF 5PGM WZG WZS YBG YZS                         ||||
29266|Erinnerungsalbum zum 1. Schultag Kreatives Eintragbuch Geschenk zum Schulanfang für Mädchen Jungen S||Anne Haas|||||epubli||||YNGL|                                ||||
53885|Erotische Geschichten||Petra Varoquier- Pogorzelski|||||Books on Demand||||FRX| 5X                               ||||
33861|Errata||A. J. Wood|||||Templar Publishing||||YFB| 5AF YNH                              ||||
"45269|33788|31059"|Erste Schritte||Activity Crusades|||||Activity Crusades||||YBG|                                ||||
71799|Erstkontakt||Galax Acheronian|||||TWENTYSIX||||FLC| FLC FLS                              ||||
64802|Erwachen||Sarah Verlaine|||||Books on Demand||||FM|                                ||||
16393|Erwachen||Anna Donig|||||Books on Demand||||FMM| 5JA                               ||||
70057|Escape Book||Stephane Anquetil|||||Andrews McMeel Publishing||||YFC|                                ||||
13811|Escape Book||Arthur Tenor|||||Andrews McMeel Publishing||||YFCF|                                ||||
48711|Escape from Lego City! (Lego City: Sticker Storybook): Sticker Storybook||Wade Wallace|||||SCHOLASTIC||||YF|                                ||||
23589|Escape from Mr. Lemoncello's Library||Chris Grabenstein|||||Random House LCC US||||YFCF| YFB YNL                              ||||
64833|Escape Game Adventure: The Last Dragon||Melanie Vives, Remi Prieur|||||SCHIFFER KIDS||||YFCA| YBG YFH                             ||||
78911|Escape Room||Maren Stoffels|||||Random House LCC US||||YFCB| YFCF YFD                              ||||
1235|Escape to Freedom||Vancy Kasper|||||FITZHENRY & WHITESIDE||||YFT| 1D                               ||||
20488|Escape-Schnitzeljagd - Besiegt die böse Zauberhexe!||Hannah Lang|||||Ars Edition GmbH||||YBG| 5AJ 5HKA YBG YBL YFCF YNVP YNXW                         ||||
66025|Escape-Schnitzeljagd - Findet den Piratenschatz!||Hannah Lang|||||Ars Edition GmbH||||YBG| 5AJ 5HKA YBG YBL YFCF YNHA1 YNVP                         ||||
22502|Escuela de Espanto #3: ¡el Recreo Es Una Jungla! (Recess Is Jungle), Volume 3: Un Libro de la Serie ||Jack Chabert|||||SCHOLASTIC||||YXHB| YFD YFS                             ||||
14145|Esmarelda||Al Zach|||||Archway Publishing||||FM|                                ||||
51502|ESMERALDA||Encarni Martínez Espinosa|||||Lulu.com||||YFB|                                ||||
48214|Esmeralda||Sebastian Andres Fabro|||||Lulu.com||||FL|                                ||||
1081|ESMERALDA II||Encarni Martínez Espinosa|||||Lulu.com||||YFB|                                ||||
35263|Esse & Friends Handwriting Practice Workbook Alphabet: Size 2 Practice lines Ages 3 to 5 Preschool, ||Esse &. Friends Learning Books|||||LIGHTNING SOURCE INC||||YPCA22| YBLA                              ||||
66332|Esse & Friends Handwriting Practice Workbook Numbers: 123 Number Tracing Size 2 Practice lines Ages ||Esse &. Friends Learning Books|||||LIGHTNING SOURCE INC||||YPCA22| YBLC                               ||||
7751|Essie||Diana Nikkels, Sarah Bartlett|||||LULU PR||||YFH|                               ||||
26455|Etanas Söhne - Band 4||Antje Jürgens|||||Books on Demand||||FM|                                ||||
64073|Ete||Amy Culliford|||||CRABTREE ROOTS RASIN||||YPCA21| YBLJ                               ||||
42279|Eternal: More Love Stories with Bite|||||||SMART POP||||YFH|                                ||||
53360|Ethelas Busy Day||Olivia Hardy|||||Mehta Publishers||||YF|                                ||||
44576|Eva||Peter Dickinson|||||LAUREL LEAF LIB||||YFCB| YXG                               ||||
67022|Evan||Tomke Jantzen|||||Books on Demand||||FMR| FMX FRX                              ||||
73875|Evelyn||Dulia Jesus Murdaca|||||novum publishing gmbh||||F|                                ||||
57257|Event 2012||Curt Morelock, Ray Burke|||||Trafford Publishing||||FM|                               ||||
15157|Event Planner||Speedy Publishing Llc|||||Speedy Publishing LLC||||YBL|                                ||||
57565|Ever After||Kim Harrison|||||HARPER VOYAGER||||FMB|                                ||||
3391|Evermore .||Matthew Sterner|||||iUniverse||||YFQ|                                ||||
14882|Every cloud has silver lining. No hay mal que por bien no venga. Menm nan malè ou kapab jwenn bonè.||Lizzie Gonzales Velasco, Elia Vazquez - Montilla, |||||AuthorHouse||||YFB| YNM                             ||||
65222|Everything about You: Discover This Year's Most Cutting-Edge Thriller||Heather Child|||||ORION BOOKS LTD||||FHX| FL                               ||||
32638|Everything's Not Fine||Sarah Carlson|||||Turner Publishing Company||||YFN|                                ||||
3854|Evie & the Elemmates||Leslie A. Wallant|||||Wallant Design||||YFH|                                ||||
52534|Evie's Magic Bracelet: The Clocktower Charm||Jessica Ennis-Hill, Elen Caldecott|||||Hachette Children's Group||||YFH| 5AH 4Z GB ACJ YFN                            ||||
47293|E-Volution||Kolmar Rosse|||||TWENTYSIX||||FH| FH FL 3MR                             ||||
34776|Evolution: Arazi Crossing Book One||Carolyn Hockley|||||LIGHTNING SOURCE INC||||YFH|                                ||||
25339|Ewiges Lila|||||||Books on Demand||||FL|                                ||||
43099|Exaltations||Richard Garfinkle|||||Achronal Press||||FL|                                ||||
32355|Exception||Laura Maurice|||||Books on Demand||||FMR| 5AN                               ||||
52031|Exel - Der sterbende Schwan||Regina Und Giuseppe De Facendis|||||Lulu.com||||FL|                                ||||
64798|Exercise ? I Thought You Said Extra Rice: Blank Lined Notebook - Journal for Philippines Filipino Pi||Filipino Publishing|||||INDEPENDENTLY PUBLISHED||||YF| 1F                               ||||
11342|Exercises for Improved Number Sense - Number Sense Books   Children's Math Books||Baby|||||Baby Professor||||YBLC|                                ||||
59809|Exile||Shannon Messenger|||||Simon & Schuster Ltd||||YFB|                                ||||
529|Exiled to the Red River: Introducing Chief Spokane Garry||Neta Jackson, Dave Jackson|||||LIGHTNING SOURCE INC||||YFT|                               ||||
77407|Existence||Sc Lewis|||||BLURB INC||||FM| FR                               ||||
72252|Exodus||Amanda S. Reaves|||||LIGHTNING SOURCE INC||||FP| FM                               ||||
5953|EXODUS||Doug Dandridge|||||Wilder Publications||||FLS|                                ||||
31619|Exodus||Julie Bertagna|||||Pan Macmillan||||YXZG| YFG YFH                              ||||
23844|EXODUS||Rudolf Weyand|||||epubli||||FL|                                ||||
6321|Exoplanet||Lucas Kjellander|||||Books on Demand||||FL|                                ||||
29101|Explore Spring!: 25 Great Ways to Learn about Spring||Lauri Berkenkamp|||||NOMAD PR||||YBLJ| YNV                               ||||
66073|Explorer: the Mystery Boxes||Kazu Kibuishi|||||Abrams||||XADC| YFCF                               ||||
63874|Explosion||Symone Hengy|||||Hybrid Verlag||||FL|                                ||||
55398|Extraterrestrial - Die Ankunft||Larry Niven, Jerry Pournelle|||||Mantikore Verlag||||FLC| FLU                              ||||
4455|Extrem||Symone Hengy|||||Hybrid Verlag||||FL| FFP FH                              ||||
11856|Extreme Adventures: Grizzly Trap||Justin D'Ath|||||Bloomsbury Publishing PLC||||YFC|                                ||||
28533|Fabelwelt||Good Wives and Warriors|||||Laurence King Verlag GmbH||||YNXB| 5AJ YBL                              ||||
24701|Fables||Aesop|||||WORDSWORTH ED||||YFJ|                                ||||
3577|Fables||Arnold Lobel|||||HARPERCOLLINS||||YFA|                                ||||
24625|Fables Esope||Esope|||||GALLIMARD||||YF|                                ||||
"61062|55464"|Face||Benjamin Zephaniah|||||BLOOMSBURY||||"YFZR|YF"|"                                |  5AL 5AN YFB                             "||||
30470|Face-Off||Jake Maddox|||||STONE ARCH BOOKS||||YFR|                                ||||
52115|Face-to-Face||Terry Sanville|||||LIGHTNING SOURCE INC||||FLQ|                                ||||
19137|Facing the Lion||Lisa Phipps|||||Halo Publishing International||||YFC| 5PGM YFK                              ||||
35580|Fair Maiden||C. J. Medley|||||LIGHTNING SOURCE INC||||YFC|                                ||||
11594|Fairy||Steve Barlow, Steve Skidmore|||||Hachette Children's Group||||YFH| 5AH 5AR 4CD YFU                           ||||
52558|Fairy Circles||Unknown|||||Alpha Editions||||YFJ|                                ||||
46604|Fairy Journal||Speedy Publishing Llc|||||Speedy Publishing LLC||||YFJ|                                ||||
17674|Fairy Tales||L. J. Casilio|||||Xlibris||||YFJ|                                ||||
69993|Fairy Tales||Terry Jones|||||Penguin Random House Children's UK||||YFJ| 5AK                               ||||
4528|Fairy Tales||Hans Christian Andersen|||||Alpha Editions||||YFB| 1D YNM                              ||||
59357|Fairy Tales||O. L. Cairo|||||Xlibris||||YFJ|                                ||||
52744|Fairy Tales & Faith||Antwan L. Houser|||||ELK LAKE PUB INC||||YFJ|                                ||||
42381|Fairytale||Kim Baumann|||||epubli||||FM|                                ||||
57377|Falestia (the Imperium Saga: The Warlord Trilogy, Book 1)||Clifford B. Bowyer|||||LIGHTNING SOURCE INC||||FMB|                               ||||
55411|Fall Holidays||Finley Fraser|||||BEARPORT PUB CO INC||||YPCA21| YBLJ                               ||||
68756|Fall Is Fun!||Walt K. Moon|||||LERNER CLASSROOM||||YBLJ|                                ||||
53847|Fall Line||Tudor Robins|||||South Shore Publications||||YNWM| YFR                               ||||
53985|Fallen 03. Passion||Lauren Kate|||||Random House Children's||||YFHR| 5AN YFM                              ||||
55594|Fallout||Todd Strasser|||||CANDLEWICK BOOKS||||YFT| 1KBB YXQ                              ||||
49714|False Flag||Bobby Akart|||||Bobby Akart Inc.||||FLQ|                                ||||
47648|Familiar Ties: Large Print Hardcover Edition||Kathryn Jayne|||||BLURB INC||||FM| FR                               ||||
58783|Families (Inuktitut)||Kerry Mccluskey, Jesse Unaapik Mike|||||INHABIT MEDIA||||YFN|                               ||||
71160|Famine||J. R. Andrews|||||Jason A. Rust||||FLQ|                                ||||
14371|Famous||Todd Strasser|||||SIMON & SCHUSTER BOOKS YOU||||YFCF|                                ||||
24319|Fan the Flame: The Elemental Gods Book Two||September Thomas|||||LIGHTNING SOURCE INC||||YFH|                                ||||
1698|Fang & Claw - Tooth & Nail||Douglas Christian Larsen|||||Lulu.com||||FL|                                ||||
35507|Fangs||Anna Katmore|||||Books on Demand||||FMR|                                ||||
73287|Fangs!||Alan Macdonald|||||STONE ARCH BOOKS||||YFQ|                                ||||
76161|Fanny||Stephen Cosgrove|||||HERITAGE BUILDERS LLC||||YFA| YFK                               ||||
15492|Fantastic Hope|||||||Headline||||DNT| FK FL FM FYB                            ||||
34531|Fantastic Mr. Fox||Roald Dahl|||||PUFFIN BOOKS||||YFQ|                                ||||
73215|Fantastic Stories Presents||Robert E. Howard|||||Illustrated Books||||FMW|                                ||||
11595|Fantastic Stories Presents||Allen M. Steele|||||Positronic Publishing||||FLS|                                ||||
39414|Fantasticheskie rasskazy||Anatolij Trutnew|||||YAM||||FKW|                                ||||
"53168|49040"|Fantastisches Blattwerk||Georg Sensenbach, Rayne C. Bow, Karen M. Ladira, A|||||tredition||||FB|                             ||||
17480|Fantasy Art and Studies 2|||||||Les Têtes Imaginaires||||FMX| 1D                               ||||
31350|Fantasy Designs||Color Creative Works|||||Speedy Publishing LLC||||FMH|                                ||||
7713|Far Beyond ABC Activity Book||Lisa Holt, Lyn Wendon|||||Letterland International||||YBLA| 4TY                              ||||
10523|Far From Home||Barbara G. Thompson|||||Barbara Thompson||||YFT| 1KBB 3MN                              ||||
32227|Far From Home||Na'ima B. Robert|||||Frances Lincoln Publishers Ltd||||YFB| 5AN                               ||||
"21488|32041"|Far from Home||Paul Boyce|||||AuthorHouse||||FMH|                                ||||
38341|Far Out Classic Stories||Benjamin Harper, Katie Schenkel, Erica Schultz|||||STONE ARCH BOOKS||||YFJ|                              ||||
45207|Faraway||Edmund Ironside|||||Xlibris||||FL|                                ||||
27028|FaRK-Chronicles||Tommy Krappweis, Christian von Aster, Ju Honisch, |||||Edition Roter Drache||||| FM FMW FMX WDHW                         ||||
75793|Farm Boy||Michael Morpurgo|||||HarperCollins Publishers||||YFB| 5AK                               ||||
43809|Farming||Gail Gibbons|||||HOLIDAY HOUSE INC||||YBLJ| YNML YNN                              ||||
28734|Farts||Alexander Alexis|||||LIGHTNING SOURCE INC||||YFQ|                                ||||
22381|Fashion Modelz Desktop Designer: 40 Tear-Off Designer Pages|||||||MAKE BELIEVE IDEAS INC||||YFC|                                ||||
47533|Fat Whack: The Fat in the Machine||Andrew Franks|||||BOOKBABY||||YFQ|                                ||||
44710|Fatal||T. A. Brock|||||Omnific Publishing||||FRT|                                ||||
2431|Fated||Teri Terry|||||Hachette Children's  Book||||YFCB| 5AN 4CL YFE YFG YFH                           ||||
78789|Fated||Lisa L Wiedmeier, Sam Dogra|||||Integrity Financial Services, LLC||||YFH| YNX                             ||||
41675|Fated||Paul James Keyes|||||LIGHTNING SOURCE INC||||YFH|                                ||||
34274|Fatherland||Ginevra Mancinelli|||||Margherita Ginevra Piacentini||||FMT|                                ||||
33133|Fault/lines||Mark Lingane|||||Insync Holdings Pty Ltd||||FLQ|                                ||||
71931|Faultless||Aisha Samake|||||Blurb||||FM|                                ||||
70983|Favole per Bambini di Nonna Rosina: 2 Libri in 1: Fiabe della Buonanotte + Racconti per l'Infanzia a||Starfelia Entertainment|||||LIGHTNING SOURCE INC||||YFA| YFJ                               ||||
44557|Fawn||L. M. Dougherty|||||FriesenPress||||YFH|                                ||||
59522|Fazbear Frights 01. Into the Pit||Scott Cawthorn, Elley Cooper|||||Scholastic Ltd.||||YFCB| YFB YFD                             ||||
25217|Fazbear Frights 02. Fetch||Elley Cooper, Scott Cawthorn, Andrea Waggener, Car|||||Scholastic Ltd.||||YFCB| FH YFB YFD                          ||||
74189|Fear||Michael Grant|||||Egmont UK Ltd||||YFG| 5AN                               ||||
68287|Fear to Lose||Jadyn|||||Xlibris||||FM|                                ||||
57835|Fear: 13 Stories of Suspense and Horror|||||||SPEAK||||YFH| YFD YFU                              ||||
3698|Fearfully & Wonderfully Made Hair||Octavia Harris, Renee Wilson|||||CHRISTIAN FAITH PUB INC||||YXD| YF                              ||||
16837|Fearfully Made||D. E. Aston|||||Westbow Press||||FMB|                                ||||
78890|Fearless Fiona||Karen Wallace|||||Happy Cat Books||||YFC|                                ||||
27528|Fearless Noah: The Adventures of the Christ-Like Crusader||Lea Michelle Johnson|||||CHRISTIAN FAITH PUB INC||||YFK|                                ||||
28310|Fear's Return||John R. Erickson|||||MAVERICK BOOKS INC||||YFZR|                                ||||
36786|Feather||Olivia Wildenstein|||||LIGHTNING SOURCE INC||||FRT| FM                               ||||
75024|Feather||Susan Page Davis|||||BOB JONES UNIV PR||||YF|                                ||||
23953|Feather||David Rix|||||Eibonvale Press||||FM|                                ||||
76075|Feathers: The Magnificent Blue Alicorn That Couldn't Fly||N. J. Lujan|||||IUNIVERSE INC||||YFH|                                ||||
68158|FEBRUARY||Parker|||||SPUL - SIMON PULSE||||YFH|                                ||||
8751|Fee||Monika Feth|||||cbt||||YFB| 5AQ 1DDU GB S YFM                             ||||
"61662|5246"|Feed||M. T. Anderson|||||PERFECTION LEARNING CORP||||"YFH|YXLB"| YFG                               ||||
77056|Feeder||Patrick Weekes|||||MARGARET K MCELDERRY BOOKS||||YFG|                                ||||
70757|Feeding Frenzy, Volume 20||Franklin W. Dixon|||||ALADDIN||||YFCF|                               ||||
46484|Feel Like Eggs?: Introducing Children to a Dozen Emotions||Jeff Goodman|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
17620|Feel the Fear||Lauren Child|||||HarperCollins Publishers||||YFC| YFQ                               ||||
5222|Feeling Well||Emma Tunbridge|||||Nightingale Book||||YN|                                ||||
22578|Feen und Einhörner|||||||Neuer Favorit Verlag||||YBGC| 5AC YBL                              ||||
60257|Feen und Elfen|||||||Arena Verlag GmbH||||YBGC| 5AF YBL YNVP                             ||||
"54059|31673"|Feengedichte||Musa Dorothea, Sven Icy Kuschmitz|||||tredition||||FB|                               ||||
49502|Fehler||N. Allouch|||||TWENTYSIX||||FLP|                                ||||
53702|Feindesland||Michael Dullau|||||epubli||||FV|                                ||||
73656|Feiy - Im Licht des Mondes||Juliane Maibach|||||Amazon Publishing||||FMR|                                ||||
60929|Feldhandbuch: SBVS||Jason Schmetzer|||||Ulisses Spiel & Medien||||FLR| WDHW                               ||||
15626|Feral||Nicole Luiken|||||Great Plains Publications Ltd||||YFD|                                ||||
66024|Ferocious||Stella Williams|||||Serpentine Creative||||FM|                                ||||
77833|Festung am Schattenschlund||Cord Graven, Jan Habermann|||||Books on Demand||||FMB| WDHW                              ||||
17671|Fetched||Rain S. Darvin|||||epubli||||FL|                                ||||
58193|Feuer & Schatten||Kai Herrdum|||||Eisermann||||FMB|                                ||||
58315|Feuer in der Luft||D. K. J. Zankovitsch|||||Books on Demand||||FDB|                                ||||
38270|Feuerrosen 1||Marie-Luis Rönisch|||||Eisermann||||FMH| FJH FMB FMH FMR FRH                           ||||
67700|Feuerwehr Stickerheft|||||||Ravensburger Verlag||||YBG| 5AD YBC YBG YNK YNTG YNTR                          ||||
22387|Fever (Book 1)||Dee Shulman|||||Penguin Random House Children's UK||||YFH|                                ||||
39967|Fiammabianca||Elena Maneo|||||Youcanprint||||YFB|                                ||||
7726|Fichas con rompecabezas para preescolar (Dibuja las manecillas del reloj para que muestren la hora c||James Manning|||||Simon Hildrew||||YBG|                                ||||
31169|Fichas de actividades de preescolar (Dibuja las manecillas del reloj para que muestren la hora corre||James Manning|||||Simon Hildrew||||YBG|                                ||||
"38060|30293"|Fichas de actividades de vacaciones para preescolares (Rodea con un círculo la hora que muestra el r||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
