,itemID,meta,keyword,image,combined
377,37854,"['50750', '14753', '75822', '19785', '31621']",[''],[''],"['50750', '14753', '75822', '19785', '31621']"
378,24118,"['51993', '11465', '58605', '65799', '51328']",[''],"['40738', '14169', '37491', '49793', '21297']","['51993', '11465', '58605', '65799', '51328']"
379,66750,"['30060', '1874', '57620', '70417', '38474']",[''],"['78923', '28855', '59657', '44816', '70146']","['30060', '1874', '57620', '70417', '38474']"
380,8116,"['76861', '56777', '74538', '34781', '66727']",[''],"['60699', '44801', '29547', '34126', '78923']","['76861', '56777', '74538', '34781', '66727']"
381,62540,"['306', '23136', '61454', '70097', '16581']",[''],[''],"['306', '23136', '61454', '70097', '16581']"
382,25663,"['29485', '41582', '58262', '782', '54697|42625|46641']",[''],[''],"['29485', '41582', '58262', '782', '54697|42625|46641']"
383,16585,"['37414', '71806', '59752', '55723', '44190']","['27437', '18625', '44241', '46947|8453', '74899']","['78923', '60699', '13226', '25202', '44505']","['37414', '71806', '59752', '55723', '44190']"
384,28466,"['67416', '71512', '4115', '64684', '39812']",[''],"['78923', '24813', '47939|36625', '17872', '40355']","['67416', '71512', '4115', '64684', '39812']"
385,42531,"['27632', '3734', '73227', '77544', '11089']",[''],[''],"['27632', '3734', '73227', '77544', '11089']"
386,39680,"['76046', '58660', '46030', '3917', '74031']","['2697', '42329', '28808', '30646', '26234']","['52106', '75464', '54157', '29057', '44505']","['76046', '58660', '46030', '3917', '74031']"
387,51560,"['38816', '17333', '66242', '25035', '13616']","['12248', '4379|9151', '60506', '1001', '3774']","['32191', '28850', '24813', '44184', '28280']","['38816', '17333', '66242', '25035', '13616']"
388,13374,"['64256', '59105', '35342', '72348', '1272']","['76331', '60777', '47017', '10532', '54208']","['78266', '37441', '74045', '26270', '39699']","['64256', '59105', '35342', '72348', '1272']"
389,18441,"['45718', '71372', '71440', '22000', '27447']",[''],"['38453', '2194|78235|14568', '17803', '41161', '51586']","['45718', '71372', '71440', '22000', '27447']"
390,13880,"['36858', '50750', '14753', '31621', '37854']",[''],[''],"['36858', '50750', '14753', '31621', '37854']"
391,17383,"['51993', '11465', '15538', '59541', '74313']",[''],[''],"['51993', '11465', '15538', '59541', '74313']"
392,13014,"['42676', '54855', '28480', '10382', '67497']","['6551', '8394', '58163', '55217', '27048']","['52106', '74904', '49793', '51753', '60083']","['42676', '54855', '28480', '10382', '67497']"
393,57674,"['11908', '78269', '58996', '42516', '40298']","['62738', '72885', '57731', '17636', '12028']","['13870', '6584', '56094', '25202', '23510']","['11908', '78269', '58996', '42516', '40298']"
394,18756,"['17418', '35061', '57590', '50241', '41107']","['52566', '57096', '70010', '5230', '54412']","['13111', '62757', '37029', '16807', '61343']","['17418', '35061', '57590', '50241', '41107']"
395,51964,"['3417', '29782', '76283', '12984', '14392', '43243']",[''],[''],"['3417', '29782', '76283', '12984', '14392', '43243']"
396,27403,"['42740', '67568', '16616', '6628', '65022']","['14267', '28211|11682', '73736', '46600', '52446']","['74654', '78084', '60699', '54157', '75464']","['42740', '67568', '16616', '6628', '65022']"
397,10871,"['25111', '800', '54334', '17600', '56108']","['6399', '55862', '42400', '39717', '55445']","['14400', '23510', '61606', '30227', '6974']","['25111', '800', '54334', '17600', '56108']"
398,35456,"['11629', '21714', '20548', '50913', '30878']","['35984', '60946', '22901', '78984', '63160']","['74904', '78923', '29006', '41365', '66410']","['11629', '21714', '20548', '50913', '30878']"
399,74872,"['34617', '21106', '42060', '26311', '57547']","['72135', '38125', '52538', '64420', '58122']","['78923', '50089', '25409', '31367|55762', '42378']","['34617', '21106', '42060', '26311', '57547']"
400,63796,"['56590', '6019', '9517', '8735', '47578']",[''],[''],"['56590', '6019', '9517', '8735', '47578']"
401,63457,"['56809', '36167', '6132', '63287', '16837']","['14014|15852', '75152', '55783', '74651', '73354']","['78923', '31367|55762', '60699', '13226', '23492']","['56809', '36167', '6132', '63287', '16837']"
402,55057,"['49750', '11385', '36559', '32414', '55861']",[''],"['56226', '20781', '14688', '56260', '10263']","['49750', '11385', '36559', '32414', '55861']"
403,47336,"['13244', '22180', '51204', '68840', '55210']",[''],"['11901', '371|65461', '50122', '37603', '33927']","['13244', '22180', '51204', '68840', '55210']"
404,43032,"['52228', '69767', '55843', '17477', '58354']","['55097', '68343|57435', '63258', '64316', '63336']","['15812', '74563', '48880', '46299', '24556']","['52228', '69767', '55843', '17477', '58354']"
405,63855,"['54274', '43729', '1226', '45772', '68560']",[''],[''],"['54274', '43729', '1226', '45772', '68560']"
406,72231,"['53985', '73267', '66277', '23970', '37828']","['58758', '55571', '63653', '33015', '4630']","['78923', '44505', '24813', '41365', '11500']","['53985', '73267', '66277', '23970', '37828']"
407,11527,"['40044', '67721', '4925', '76659', '48885']",[''],[''],"['40044', '67721', '4925', '76659', '48885']"
408,31548,"['65993|63163', '35873|32945', '16532|10818', '50575', '31150|67063']",[''],[''],"['65993|63163', '35873|32945', '16532|10818', '50575', '31150|67063']"
409,62812,"['73465', '21503', '11084', '49502', '53444']","['53739', '60827', '8259', '64101', '61938']",[''],"['73465', '21503', '11084', '49502', '53444']"
410,20266,"['14265', '32231', '4944', '34283', '53312']",[''],[''],"['14265', '32231', '4944', '34283', '53312']"
411,59605,"['60287', '46048', '46155', '76229', '3228']",[''],"['78923', '28855', '44816', '24813', '49166']","['60287', '46048', '46155', '76229', '3228']"
412,57163,"['47876', '78609', '11625', '70037', '31253|64292']",[''],"['24866', '38453', '73248', '39483', '2194|78235|14568']","['47876', '78609', '11625', '70037', '31253|64292']"
413,34307,"['55444', '32224', '78243', '57964', '40572']",[''],"['52106', '78923', '19247', '44367', '74904']","['55444', '32224', '78243', '57964', '40572']"
414,65903,"['14273', '22991', '65903', '24769', '29794']","['55065', '34892', '20940', '64262', '16391']","['49166', '55872', '24813', '65402', '35601']","['14273', '22991', '65903', '24769', '29794']"
415,28580,"['43606', '12905', '33189', '45207', '7500']","['51877', '29659', '65177', '18371', '5188']","['46418', '49380', '50664', '60435', '73455']","['43606', '12905', '33189', '45207', '7500']"
416,5197,"['39697', '1069', '23145', '37257', '69855']","['1069', '39697', '23145', '37257', '43282']","['23661', '40611', '10325', '74819', '56551']","['39697', '1069', '23145', '37257', '69855']"
417,34939,"['43257', '26650', '6261', '67497', '4491']","['62226', '42697', '26759|12022', '76867|44116|30772|54756|66460|40273|44850|46283|62180|15107', '8111']","['70146', '21591', '77378', '18991', '2727|6732']","['43257', '26650', '6261', '67497', '4491']"
418,59859,"['11365', '43567', '68869', '60343', '37738']",[''],"['70146', '19524', '3757', '23001', '60699']","['11365', '43567', '68869', '60343', '37738']"
419,12077,"['42416', '65995', '74358', '372', '73070']","['12698', '23621', '30722', '10150', '60739']","['2727|6732', '70146', '19524', '24813', '8405']","['42416', '65995', '74358', '372', '73070']"
420,75539,"['70203', '26239', '63266', '9146', '34020']",[''],[''],"['70203', '26239', '63266', '9146', '34020']"
421,24979,"['19687', '40278', '70515', '49033', '53545']",[''],[''],"['19687', '40278', '70515', '49033', '53545']"
422,47684,"['66736', '53230', '8049', '60214', '73656']",[''],[''],"['66736', '53230', '8049', '60214', '73656']"
423,37711,"['3855', '39620', '40430', '20110', '76723']","['61284', '65193', '58257', '51185|75247', '64444']","['77263', '38670', '47755', '9985', '14129']","['3855', '39620', '40430', '20110', '76723']"
424,14162,"['47409', '2713|26997|27740', '3254|13924|15335|38310|6677', '37824|33237|50762', '47706']","['75482', '65594', '42262|46913|57326|36627', '59417', '26728']",[''],"['47409', '2713|26997|27740', '3254|13924|15335|38310|6677', '37824|33237|50762', '47706']"
425,30806,"['63127', '55964', '19309', '76246', '46884']","['21000', '78568', '46599', '66529', '51645']","['23510', '34126', '5535', '2727|6732', '44505']","['63127', '55964', '19309', '76246', '46884']"
426,65785,"['29099', '49244', '14199', '2698', '38690']",[''],[''],"['29099', '49244', '14199', '2698', '38690']"
427,2723,"['61467', '34056', '74960', '42991', '63220']","['26859', '69145|12969', '59108', '61881', '50624']","['19247', '65199|30269', '24866', '78923', '41365']","['61467', '34056', '74960', '42991', '63220']"
428,52874,"['48387', '12829', '2483', '27940', '27834']",[''],[''],"['48387', '12829', '2483', '27940', '27834']"
429,2612,"['35586', '64925', '45971', '48812', '2537']","['20129', '59701', '75402', '33676', '68501|73400']","['29012', '28855', '47939|36625', '23661', '19524']","['35586', '64925', '45971', '48812', '2537']"
430,63908,"['33898|5553', '66396', '445', '37379', '76906']",[''],[''],"['33898|5553', '66396', '445', '37379', '76906']"
431,12075,"['9062', '20914', '76997', '65835', '25008']",[''],"['19370', '49166', '57230', '11525', '27340']","['9062', '20914', '76997', '65835', '25008']"
432,78080,"['49165', '16912', '23445', '63758', '58492']","['44749', '60245|41163', '27083', '76208', '5581']","['3757', '60699', '24813', '28855', '44816']","['49165', '16912', '23445', '63758', '58492']"
433,39083,"['61906', '73623|5141|52826|70562', '49871|14819|2875', '30925|33432|78254|8388|58459|78429|75242|27201|60392|67498|12674|72827|48870|59362', '15454|3719|16035|24539|29569']","['44640', '72860', '3342', '55116', '11461']","['14400', '57701', '50407', '35115', '55839']","['61906', '73623|5141|52826|70562', '49871|14819|2875', '30925|33432|78254|8388|58459|78429|75242|27201|60392|67498|12674|72827|48870|59362', '15454|3719|16035|24539|29569']"
434,64333,"['48338', '23198', '76835', '1819', '6984']",[''],[''],"['48338', '23198', '76835', '1819', '6984']"
435,12640,"['27034', '74072', '36135', '7985', '51040']","['68115', '41132', '53697', '76433', '47439']","['78923', '17656', '49426', '41365', '44505']","['27034', '74072', '36135', '7985', '51040']"
436,41002,[''],[''],[''],['']
437,27038,"['22459', '77940', '72149', '1884', '18155']",[''],[''],"['22459', '77940', '72149', '1884', '18155']"
438,38637,"['74835', '35817', '56990', '29734', '13595', '64612']",[''],[''],"['74835', '35817', '56990', '29734', '13595', '64612']"
439,44894,"['42630', '46316', '70408', '11879', '4215']","['44319|15729', '64232', '9638', '52042', '9267']",[''],"['42630', '46316', '70408', '11879', '4215']"
440,35904,"['4728', '570', '46298', '19518', '25016']","['71874', '78440', '39983', '47743|40467', '29605']","['66321', '62448', '78923', '74522', '7270']","['4728', '570', '46298', '19518', '25016']"
441,38819,"['29092', '29378', '24087', '62109', '74022']",[''],[''],"['29092', '29378', '24087', '62109', '74022']"
442,30628,"['27333', '58938', '68533', '71438', '36089']",[''],"['23510', '9231', '60471', '23234', '50471']","['27333', '58938', '68533', '71438', '36089']"
443,6790,"['34849', '57534', '28732', '44808', '13740']","['31375', '15832', '55633', '54507', '19515']","['52106', '78923', '16216', '59114', '49607']","['34849', '57534', '28732', '44808', '13740']"
444,38368,"['35835', '75779', '23363', '11193', '6177']",[''],"['5535', '2727|6732', '24813', '5463', '77263']","['35835', '75779', '23363', '11193', '6177']"
445,27726,"['9684', '16043', '43854', '62406', '56814']","['24353', '76288', '11672|63459', '13821', '28217']","['29012', '45164', '70146', '78923', '19524']","['9684', '16043', '43854', '62406', '56814']"
446,4890,"['49185', '76995', '61267', '61118', '11324']","['61267', '75185', '11987', '13853', '68417']","['47939|36625', '62219', '60801', '23751', '22967']","['61267', '49185', '76995', '61118', '11324']"
447,37429,"['42412', '55737', '22000', '27447', '34037']",[''],[''],"['42412', '55737', '22000', '27447', '34037']"
448,57598,"['48144', '60986', '30310', '9597', '19149']","['66809', '64916', '27563', '28215', '29529']","['24813', '60699', '78084', '45855|58124|46030', '32660']","['48144', '60986', '30310', '9597', '19149']"
449,44452,"['23014', '6177', '16996', '52979', '62781']","['22128|32872', '62097', '29422', '53207', '16003|50635']","['50410|21674|68649', '49273', '61606', '6974', '53055']","['23014', '6177', '16996', '52979', '62781']"
450,77629,"['67623', '53253', '24625', '25919|45066', '69453']",[''],[''],"['67623', '53253', '24625', '25919|45066', '69453']"
451,44327,"['40611', '45516', '14719', '51196', '71787']","['15685', '52144', '15937', '7053', '4974']",[''],"['40611', '45516', '14719', '51196', '71787']"
452,21276,"['7607', '49538', '24394', '76120', '46812']","['23755', '55596', '52414', '29441|77241', '14704']",[''],"['7607', '49538', '24394', '76120', '46812']"
453,46655,"['45787', '18158', '38252', '44870', '5951', '21700']",[''],[''],"['45787', '18158', '38252', '44870', '5951', '21700']"
454,35579,"['25015', '53082', '56613', '63829', '41527']",[''],[''],"['25015', '53082', '56613', '63829', '41527']"
455,56629,"['27389', '18062', '8122|16034', '19142', '74400']","['35309', '70930', '3245', '65518', '51976']",[''],"['27389', '18062', '8122|16034', '19142', '74400']"
456,47549,"['1734', '37372|9743', '28602|61235', '66877', '32502']","['15068', '76038', '33602', '37234', '30430']",[''],"['1734', '37372|9743', '28602|61235', '66877', '32502']"
457,31827,"['41608', '74504', '7143', '61782', '13398']",[''],"['24813', '49747', '2727|6732', '30613', '30510']","['41608', '74504', '7143', '61782', '13398']"
458,41447,"['36596', '73868', '25166', '16984', '8874']",[''],[''],"['36596', '73868', '25166', '16984', '8874']"
459,57018,"['15466', '67833', '60741', '646|20891', '64750|70939']","['29016', '16913', '45617', '72634', '55817']","['37029', '60699', '46166', '30510', '60000']","['15466', '67833', '60741', '646|20891', '64750|70939']"
460,69755,"['78826|35340', '42821', '73465', '21503', '11084']",[''],[''],"['78826|35340', '42821', '73465', '21503', '11084']"
461,16190,"['65221', '24519', '31125', '11089', '77544']",[''],[''],"['65221', '24519', '31125', '11089', '77544']"
462,48231,"['3245', '76493', '8037', '26599|51318', '52445|66985']","['3245', '17296', '5411', '77177', '59137']","['43771', '78923', '66410', '17872', '51732']","['3245', '76493', '8037', '26599|51318', '52445|66985']"
463,58737,"['19687', '40278', '70515', '49033', '24979', '53545']",[''],[''],"['19687', '40278', '70515', '49033', '24979', '53545']"
464,9001,"['61141', '4705', '51227', '50631', '76204']","['71179', '20830', '30830', '44479', '54711']","['66410', '77545', '26', '27340', '51472']","['61141', '4705', '51227', '50631', '76204']"
465,19462,"['69359', '33294', '3110', '70199', '32817']","['61922', '3110', '50915', '70199', '44899']","['40684', '10176|50590', '58975', '43901', '55269|36028']","['3110', '70199', '69359', '33294', '32817']"
466,15267,"['60479', '55872', '2846|13002', '72808|62378', '72748|24113']",[''],"['11525', '57230', '43771', '44042', '27340']","['60479', '55872', '2846|13002', '72808|62378', '72748|24113']"
467,68076,"['67621', '32746', '38611', '30661', '47341']","['1452', '54877', '79029', '45829', '62593']","['40048', '22132', '77545', '25500', '48916']","['67621', '32746', '38611', '30661', '47341']"
468,17617,"['5462', '55120', '65489', '29679', '12916']",[''],[''],"['5462', '55120', '65489', '29679', '12916']"
469,43701,[''],[''],[''],['']
470,66224,"['77544', '11089', '22008', '36536', '73227']","['21362', '68955', '53142', '42521', '14843']","['47939|36625', '13913', '71723', '62885', '9143']","['77544', '11089', '22008', '36536', '73227']"
471,23132,"['11236', '73361', '15064', '46369', '56913']",[''],[''],"['11236', '73361', '15064', '46369', '56913']"
472,23535,"['31166', '75204', '58871', '44552', '48215']",[''],"['49747', '45947', '49607', '60597', '52106']","['31166', '75204', '58871', '44552', '48215']"
473,18479,"['31634', '70298', '48633', '54490', '11985']",[''],"['78923', '44816', '21297', '24866', '13226']","['31634', '70298', '48633', '54490', '11985']"
474,63017,"['20955', '31493', '57869', '5730', '44757']","['14022', '64330', '73556', '2276', '40525']","['51828', '59657', '70146', '2533', '29161']","['20955', '31493', '57869', '5730', '44757']"
475,61316,"['64497', '5370', '70456', '70080', '52293']","['74268', '41792', '757', '33506', '6931']",[''],"['64497', '5370', '70456', '70080', '52293']"
476,56775,"['1931', '59030', '74387', '4052', '45261']",[''],[''],"['1931', '59030', '74387', '4052', '45261']"
477,66954,"['36846', '56424', '65177', '14396', '31588']","['62635', '36532', '21929', '44994', '19283']","['32191', '57230', '68075', '2194|78235|14568', '14509']","['36846', '56424', '65177', '14396', '31588']"
478,32532,"['78608', '70849', '46873', '63816', '10217']","['48716', '66180', '42423', '75775', '23012']","['32811', '61606', '78923', '14400', '78505']","['78608', '70849', '46873', '63816', '10217']"
479,53813,"['15302', '21808', '70829', '32275', '1037']","['23182', '14677', '9089', '1015', '767']","['26270', '21979', '6676', '43497', '18797']","['15302', '21808', '70829', '32275', '1037']"
480,43877,"['19315', '282', '26781', '32965', '24560']",[''],[''],"['19315', '282', '26781', '32965', '24560']"
481,34078,"['47314', '24098', '36199', '1836', '63357']","['11854', '9676', '48743', '10328', '46185']","['78923', '70146', '44505', '60699', '59657']","['47314', '24098', '36199', '1836', '63357']"
482,58561,"['71673', '61365', '19915', '56267', '42224']",[''],[''],"['71673', '61365', '19915', '56267', '42224']"
483,77952,[''],[''],[''],['']
484,34978,"['15103', '30260', '1600', '43296', '38811']",[''],[''],"['15103', '30260', '1600', '43296', '38811']"
485,337,[''],[''],[''],['']
486,25367,"['2703', '36278', '29078', '47189', '36776']",[''],[''],"['2703', '36278', '29078', '47189', '36776']"
487,35094,"['62403', '32000', '60807', '75873', '55685']",[''],[''],"['62403', '32000', '60807', '75873', '55685']"
488,24459,[''],[''],[''],['']
489,10745,"['7649|51751|3921|46312|68005|48391|21668', '31094|32176|30575|53801', '71943|48459|61497|59732', '57554', '18431']",[''],"['60699', '73702|39650', '12333', '56094', '38072']","['7649|51751|3921|46312|68005|48391|21668', '31094|32176|30575|53801', '71943|48459|61497|59732', '57554', '18431']"
490,59769,[''],[''],[''],['']
491,54929,"['41623', '26449', '7764', '54745', '5570']",[''],"['70146', '71909', '13069', '8896', '11503']","['41623', '26449', '7764', '54745', '5570']"
492,78279,"['54553', '54159', '22702', '42946', '22044']",[''],[''],"['54553', '54159', '22702', '42946', '22044']"
493,62535,"['3191', '10063', '55209', '25756', '74387']",[''],[''],"['3191', '10063', '55209', '25756', '74387']"
494,3268,"['7272', '75899', '25087', '3439', '39953']","['74644', '40236', '78700', '12512', '31291']","['38072', '77263', '19474', '43349', '14129']","['7272', '75899', '25087', '3439', '39953']"
495,663,"['24713', '48017', '69456', '68982|61064|57942', '52869']","['57099', '51855', '17490', '71390', '63349', '6059']","['78923', '52106', '44505', '8724', '60699']","['24713', '48017', '69456', '68982|61064|57942', '52869']"
496,32451,"['42305', '3863', '8282', '39537', '27447']",[''],[''],"['42305', '3863', '8282', '39537', '27447']"
497,21607,"['76161', '2444', '11526', '66918', '43243']",[''],[''],"['76161', '2444', '11526', '66918', '43243']"
498,46904,[''],[''],[''],['']
499,58236,"['17252', '18908', '15554', '56912', '36552']",[''],[''],"['17252', '18908', '15554', '56912', '36552']"
500,25488,"['6510', '52985', '54324', '3286', '16110']",[''],"['8823', '23808', '8724', '14218', '52106']","['6510', '52985', '54324', '3286', '16110']"
501,58262,"['25663', '29485', '41582', '782', '54697|42625|46641']",[''],[''],"['25663', '29485', '41582', '782', '54697|42625|46641']"
502,38083,"['70183', '20759', '5802', '72190', '11963|32252']","['4743|57799', '33596', '72316', '31335', '38674']","['78923', '24813', '6384', '44816', '60699']","['70183', '20759', '5802', '72190', '11963|32252']"
503,3059,"['29784', '55781', '3523', '57040', '64995']",[''],[''],"['29784', '55781', '3523', '57040', '64995']"
504,49587,[''],[''],[''],['']
505,32126,"['66240|11383', '64530', '72913', '50518', '65410']","['74645', '3827', '43895', '41859', '49778']",[''],"['66240|11383', '64530', '72913', '50518', '65410']"
506,48127,"['76148', '23210', '63833', '39016', '68108']","['8911', '75908', '11126', '20099', '41941']",[''],"['76148', '23210', '63833', '39016', '68108']"
507,59649,"['3164', '59612', '37014', '36602', '19492']",[''],[''],"['3164', '59612', '37014', '36602', '19492']"
508,17465,"['53311', '30926', '27047', '64832', '49670']","['18576', '11247', '74138', '64863', '16108']","['71685', '19889', '59051', '32625', '38072']","['53311', '30926', '27047', '64832', '49670']"
509,53838,"['75662|70621', '5788|29698|29113', '41174|9689|46001|59150|43193', '30198|61499', '63255|3865|32408']",[''],[''],"['75662|70621', '5788|29698|29113', '41174|9689|46001|59150|43193', '30198|61499', '63255|3865|32408']"
510,37146,"['8017', '46691', '45093', '66487', '70116']",[''],"['68876', '51753', '68075', '40946', '67638|60031|67300']","['8017', '46691', '45093', '66487', '70116']"
511,40692,"['62381', '64970', '57012', '29044', '49792']",[''],[''],"['62381', '64970', '57012', '29044', '49792']"
512,53134,"['26634', '20509', '73064', '44576', '62503']","['69611', '48464', '57481', '67635|74784', '77859']","['52106', '44505', '13226', '56094', '25202']","['26634', '20509', '73064', '44576', '62503']"
513,10841,"['28775', '66182', '67253', '30757', '50102|6444|54407']","['10705', '6140', '72249', '74884', '64231']",[''],"['28775', '66182', '67253', '30757', '50102|6444|54407']"
514,11169,"['20240', '3693', '10590', '9826', '17291']","['38148', '23240', '60046', '30817', '32557']","['21297', '77545', '73806', '50185', '17872']","['20240', '3693', '10590', '9826', '17291']"
515,68764,[''],[''],[''],['']
516,57342,"['46227', '59385', '19789', '4214', '16848']",[''],[''],"['46227', '59385', '19789', '4214', '16848']"
517,11603,"['59713', '66585', '20519', '61364', '15021']",[''],[''],"['59713', '66585', '20519', '61364', '15021']"
518,69838,"['70286', '26821', '25328', '22862', '78926']","['26348', '34661', '50083|18202', '75587', '32127']","['25202', '43978', '23510', '75851', '42673']","['70286', '26821', '25328', '22862', '78926']"
519,37998,"['29118', '9832', '40576', '65895', '9384']","['50304', '34404', '9832', '65317', '61793']","['60699', '22272', '23883', '69184', '37029']","['9832', '29118', '40576', '65895', '9384']"
520,35898,"['67852', '14663', '41370', '77295', '50883']",[''],[''],"['67852', '14663', '41370', '77295', '50883']"
521,51042,"['41923', '57676', '68492', '24207', '20791']","['28594', '15248', '70993', '22053', '70861']","['31367|55762', '13226', '55044', '78923', '73806']","['41923', '57676', '68492', '24207', '20791']"
522,44118,"['65829', '37248', '67920', '74109|1601', '41628']","['39870', '40180', '75720', '27906', '25028|31900']",[''],"['65829', '37248', '67920', '74109|1601', '41628']"
523,67506,"['70419', '39427', '56101', '60619', '66066']","['40303', '15030', '38227', '38002', '33501']","['40611', '23661', '28855', '49607', '77156']","['70419', '39427', '56101', '60619', '66066']"
524,636,[''],[''],[''],['']
525,2579,"['61143', '40237', '3288', '64454', '1636']",[''],[''],"['61143', '40237', '3288', '64454', '1636']"
526,45286,"['50007', '10063', '42391', '26170', '74387']","['5910', '47553', '63692', '4909', '39864|36414']","['24813', '78923', '2727|6732', '50206|33723', '44505']","['50007', '10063', '42391', '26170', '74387']"
527,18427,"['9730', '6628', '41455', '65022', '16616']",[''],[''],"['9730', '6628', '41455', '65022', '16616']"
528,28844,"['73958', '10215', '37116|31293', '78671', '72050']",[''],[''],"['73958', '10215', '37116|31293', '78671', '72050']"
529,65714,"['25332', '35843', '68048', '68858', '41451']",[''],[''],"['25332', '35843', '68048', '68858', '41451']"
530,24554,"['22023', '76859', '62044', '71823', '33606']","['4797', '65549', '32687', '53920', '48253']",[''],"['22023', '76859', '62044', '71823', '33606']"
531,36175,"['70311', '57465', '74769', '48702', '15498']","['16306', '73039', '22124|31236', '35901', '7240']","['35366', '78962', '31853', '70146', '29864']","['70311', '57465', '74769', '48702', '15498']"
532,72138,"['25035', '49574', '56441', '17333', '11740']","['34546', '26709', '76941', '26127', '744']","['60699', '24813', '25161', '61138', '14400']","['25035', '49574', '56441', '17333', '11740']"
533,45594,"['43625', '57494', '71792', '46040', '56552']","['71244', '31372', '39840', '48277|38871', '22265']","['70146', '19524', '39446', '73090', '29012']","['43625', '57494', '71792', '46040', '56552']"
534,24747,"['43551', '33534', '6132', '42074', '44927']",[''],"['47756', '72012', '51210', '17101', '27058']","['43551', '33534', '6132', '42074', '44927']"
535,26662,"['44496', '23019', '47208', '51241', '64897']",[''],[''],"['44496', '23019', '47208', '51241', '64897']"
536,33525,"['4949', '78460', '75641', '18212', '55723']",[''],[''],"['4949', '78460', '75641', '18212', '55723']"
537,8296,"['71315', '42494', '43834', '51736', '43076']","['78390', '63282', '43349', '62399', '40980']","['8474', '35816', '8823', '73455', '29169']","['71315', '42494', '43834', '51736', '43076']"
538,56597,"['35281', '576', '33562', '33941', '41652']","['3036', '53616', '40902', '31390', '57554']","['29864', '60699', '78084', '1800', '49607']","['35281', '576', '33562', '33941', '41652']"
539,61794,"['50859', '45513', '26802', '6874', '65867']",[''],"['78923', '68075', '43915', '44816', '74904']","['50859', '45513', '26802', '6874', '65867']"
540,27261,"['3943', '28309', '18719', '50930', '15240']",[''],[''],"['3943', '28309', '18719', '50930', '15240']"
541,468,[''],[''],[''],['']
542,29448,"['55046', '71344', '73637', '68465', '30302']",[''],"['70415', '49793', '66248', '1539', '74904']","['55046', '71344', '73637', '68465', '30302']"
543,726,"['62110', '70423', '54103', '35935|23456', '17443']",[''],"['52106', '64417', '39918', '49747', '17381']","['62110', '70423', '54103', '35935|23456', '17443']"
544,55154,"['3760', '61852', '7636', '14293', '75401']",[''],[''],"['3760', '61852', '7636', '14293', '75401']"
545,7977,"['57229', '38665', '30633|71992', '46612', '53176']","['58848', '53176', '34975', '66257', '25251']","['78923', '2688', '66410', '21221', '20344']","['53176', '57229', '38665', '30633|71992', '46612']"
546,53078,"['66731|53197', '24140', '50663', '46944', '23375']",[''],[''],"['66731|53197', '24140', '50663', '46944', '23375']"
547,34125,"['9517', '51688', '53659', '42074', '45316']",[''],[''],"['9517', '51688', '53659', '42074', '45316']"
548,71063,[''],[''],[''],['']
549,67063,"['3051', '52398', '41469', '16532|10818', '24529']","['54359', '60743', '69454', '23185', '76515']",[''],"['3051', '52398', '41469', '16532|10818', '24529']"
550,47597,"['14903|8407|55921', '9120', '74513|44836', '19038', '17186']",[''],[''],"['14903|8407|55921', '9120', '74513|44836', '19038', '17186']"
551,52305,"['66046', '52305', '13379|55384', '68165', '13379']",[''],[''],"['66046', '52305', '13379|55384', '68165', '13379']"
552,65833,"['27470', '8515', '862', '34458', '71603', '48490']",[''],[''],"['27470', '8515', '862', '34458', '71603', '48490']"
553,5733,"['52736', '20594', '46230', '78078', '78371']","['69956', '35748|34867', '64851', '37603', '38018']","['6014', '35101', '7895', '39255', '11321']","['52736', '20594', '46230', '78078', '78371']"
554,33494,"['50569', '25024', '12552', '17910', '16476']",[''],"['60699', '78084', '32531', '44801', '64099']","['50569', '25024', '12552', '17910', '16476']"
555,10881,"['37992', '40423', '54793', '57117', '77440']",[''],[''],"['37992', '40423', '54793', '57117', '77440']"
556,74196,"['67765', '10063', '24289', '59030', '74387']",[''],[''],"['67765', '10063', '24289', '59030', '74387']"
557,22160,"['62797', '46884', '59248', '42939', '1733']",[''],[''],"['62797', '46884', '59248', '42939', '1733']"
558,70190,"['2022', '14551', '41047', '9523', '47966']","['5821', '39344|45882', '69586', '50791', '25618']","['78923', '6974', '22600', '44505', '23426']","['2022', '14551', '41047', '9523', '47966']"
559,16191,"['60169', '25908', '46784', '56373', '1436']","['74400', '64611', '73116', '54601', '53149']",[''],"['60169', '25908', '46784', '56373', '1436']"
560,6363,"['67751', '28431', '24187', '36284', '63399']",[''],"['44505', '53055', '14400', '75095', '25202']","['67751', '28431', '24187', '36284', '63399']"
561,51060,"['24757', '62751', '45750', '16996', '62781']",[''],"['60699', '68047', '46166', '29940', '33702']","['24757', '62751', '45750', '16996', '62781']"
562,41219,"['22728', '71806', '23556', '50211', '6531']","['54204', '71922', '66544', '70254', '56027']","['60699', '78923', '14400', '78384', '22600']","['22728', '71806', '23556', '50211', '6531']"
563,53100,"['30382', '47909', '63940', '51359', '45380']","['47472', '65291', '49446', '41727', '33230']","['58012', '50990', '24866', '70427', '2669']","['30382', '47909', '63940', '51359', '45380']"
564,45871,"['66469', '60409', '29210', '2828', '28784']","['19185', '10603', '69457', '17051', '62354']","['78923', '17967', '54157', '75464', '77805']","['66469', '60409', '29210', '2828', '28784']"
565,29083,"['52979', '11193', '16996', '6177', '62781']",[''],[''],"['52979', '11193', '16996', '6177', '62781']"
